Elapsed time(s),ECG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),marker(mV),RESP(mV)
3895.097,-0.01,16.923,11.755,99,15.8,29.7
3895.161,0.022,16.933,11.743,99,15.81,29.97
3895.226,0.029,16.932,11.731,99,15.81,29.78
3895.29,-0.006,16.928,11.707,99,15.8,29.51
3895.355,0.03,16.93,11.688,99,15.8,29.86
3895.419,-0.007,16.934,11.685,99,15.8,30.32
3895.484,0.129,16.933,11.677,99,15.81,30.17
3895.548,0.068,16.935,11.667,99,15.82,31.1
3895.613,0.03,16.941,11.654,99,15.82,31.8
3895.677,0.09,16.935,11.629,99,15.8,32
3895.742,0.193,16.929,11.6,99,15.77,32.03
3895.806,0.183,16.927,11.578,99,15.77,32.33
3895.871,0.008,16.927,11.564,99,15.77,32.33
3895.935,-0.002,16.935,11.547,106,15.8,32.28
3896,-0.003,16.935,11.527,106,15.82,32.98
3896.065,-0.012,16.934,11.508,106,15.81,32.8
3896.129,0.07,16.931,11.487,106,15.79,32.54
3896.194,-0.023,16.929,11.47,106,15.79,32.64
3896.258,0.124,16.929,11.455,106,15.77,32.27
3896.323,-0.003,16.926,11.442,106,15.77,31.55
3896.387,-0.044,16.931,11.426,106,15.79,31.29
3896.452,0.028,16.933,11.41,106,15.8,31.54
3896.516,0.174,16.928,11.396,78,15.8,31.46
3896.581,0.128,16.925,11.382,78,15.79,30.82
3896.645,-0.046,16.922,11.364,78,15.77,31
3896.71,-0.051,16.923,11.352,78,15.77,30.26
3896.774,-0.049,16.919,11.342,78,15.77,30.07
3896.839,-0.072,16.914,11.333,78,15.8,30.65
3896.903,-0.062,16.913,11.323,78,15.8,30.37
3896.968,-0.007,16.91,11.313,78,15.79,30.01
3897.032,-0.09,16.905,11.303,78,15.79,29.89
3897.097,0.148,16.902,11.293,78,15.79,29.59
3897.161,-0.07,16.9,11.287,78,15.8,30.29
3897.226,-0.032,16.897,11.284,78,15.8,29.82
3897.29,0.062,16.893,11.284,109,15.8,29.63
3897.355,0.185,16.889,11.285,109,15.8,29.99
3897.419,0.027,16.887,11.29,109,15.79,30.02
3897.484,-0.059,16.885,11.302,109,15.8,29.78
3897.548,-0.048,16.879,11.318,109,15.8,29.81
3897.613,-0.062,16.869,11.338,109,15.77,29.78
3897.677,-0.068,16.857,11.361,109,15.79,29.66
3897.742,-0.072,16.846,11.385,109,15.8,29.65
3897.806,-0.012,16.833,11.412,109,15.79,29.58
3897.871,-0.044,16.826,11.444,109,15.79,29.68
3897.935,0.005,16.821,11.476,109,15.79,29.7
3898,0.09,16.816,11.506,109,15.79,29.62
3898.065,-0.033,16.813,11.533,109,15.79,29.65
3898.129,0.024,16.81,11.556,109,15.79,29.6
3898.194,0.146,16.81,11.58,97,15.77,29.57
3898.258,0.184,16.807,11.603,97,15.79,29.56
3898.323,-0.006,16.807,11.622,97,15.79,29.74
3898.387,-0.02,16.807,11.639,97,15.8,29.51
3898.452,-0.027,16.807,11.655,97,15.8,29.69
3898.516,-0.045,16.807,11.67,97,15.79,29.72
3898.581,-0.049,16.81,11.681,97,15.79,29.68
3898.645,-0.046,16.81,11.69,97,15.79,29.8
3898.71,0.019,16.81,11.698,97,15.79,29.93
3898.774,-0.03,16.81,11.708,97,15.79,30.23
3898.839,0.111,16.81,11.714,97,15.79,30.34
3898.903,0.038,16.811,11.714,97,15.77,30.64
3898.968,-0.017,16.812,11.714,97,15.79,30.97
3899.032,0.034,16.812,11.714,97,15.77,31.22
3899.097,0.15,16.812,11.714,97,15.77,31.39
3899.161,0.142,16.812,11.712,97,15.77,31.65
3899.226,-0.028,16.815,11.703,97,15.77,31.9
3899.29,-0.033,16.812,11.693,97,15.79,32.1
3899.355,-0.042,16.812,11.686,97,15.79,32.2
3899.419,-0.058,16.815,11.675,97,15.77,32.11
3899.484,-0.069,16.818,11.662,97,15.79,31.98
3899.548,-0.019,16.821,11.651,97,15.79,31.93
3899.613,-0.031,16.821,11.639,97,15.77,31.87
3899.677,-0.042,16.82,11.628,97,15.79,31.75
3899.742,0.107,16.817,11.609,97,15.79,31.67
3899.806,-0.063,16.816,11.593,97,15.79,31.49
3899.871,-0.014,16.813,11.578,97,15.79,31.26
3899.935,0.101,16.812,11.564,70,15.79,31.27
3900,0.144,16.813,11.556,70,15.79,31.28
3900.065,-0.037,16.811,11.552,70,15.79,31
3900.129,-0.061,16.808,11.54,70,15.77,30.72
3900.194,-0.059,16.808,11.526,70,15.77,30.63
3900.258,-0.083,16.807,11.511,70,15.79,30.47
3900.323,-0.098,16.805,11.494,70,15.79,30.29
3900.387,-0.096,16.805,11.484,70,15.79,30.04
3900.452,-0.096,16.802,11.474,70,15.79,30.07
3900.516,-0.047,16.802,11.454,70,15.79,30.11
3900.581,-0.046,16.802,11.434,70,15.79,29.8
3900.645,-0.061,16.805,11.418,70,15.79,29.77
3900.71,0.109,16.798,11.398,70,15.79,29.85
3900.774,-0.065,16.793,11.379,70,15.79,29.73
3900.839,-0.007,16.79,11.364,70,15.79,29.7
3900.903,0.111,16.788,11.349,62,15.79,29.59
3900.968,0.177,16.783,11.334,62,15.79,29.57
3901.032,-0.024,16.78,11.322,62,15.8,29.75
3901.097,-0.048,16.778,11.312,62,15.8,29.62
3901.161,-0.033,16.775,11.303,62,15.79,29.5
3901.226,-0.052,16.774,11.293,62,15.79,29.65
3901.29,-0.064,16.771,11.285,62,15.79,29.57
3901.355,-0.057,16.768,11.277,62,15.79,29.39
3901.419,-0.057,16.766,11.272,62,15.79,29.29
3901.484,-0.001,16.763,11.265,62,15.79,29.55
3901.548,-0.04,16.759,11.258,62,15.79,29.69
3901.613,0.06,16.755,11.251,62,15.79,29.5
3901.677,0.036,16.749,11.243,62,15.79,29.85
3901.742,-0.037,16.744,11.235,62,15.79,30.16
3901.806,0.02,16.74,11.227,62,15.79,30.26
3901.871,0.154,16.738,11.22,86,15.79,30.55
3901.935,0.16,16.734,11.216,86,15.79,30.84
3902,-0.019,16.73,11.208,86,15.79,31.05
3902.065,-0.029,16.728,11.196,86,15.77,31.33
3902.129,-0.023,16.72,11.189,86,15.77,31.4
3902.194,-0.035,16.718,11.18,86,15.79,31.6
3902.258,-0.042,16.715,11.174,86,15.79,31.71
3902.323,0.025,16.709,11.168,86,15.77,31.8
3902.387,-0.024,16.706,11.165,86,15.77,31.84
3902.452,0.095,16.701,11.16,86,15.77,31.77
3902.516,0.047,16.698,11.154,86,15.79,31.8
3902.581,-0.027,16.694,11.145,104,15.77,31.45
3902.645,0.033,16.69,11.136,104,15.77,31.28
3902.71,0.157,16.689,11.127,104,15.77,31.24
3902.774,0.143,16.684,11.118,104,15.77,31.09
3902.839,-0.041,16.682,11.113,104,15.77,30.96
3902.903,-0.048,16.679,11.108,104,15.77,30.68
3902.968,-0.047,16.677,11.106,104,15.77,30.68
3903.032,-0.06,16.672,11.101,104,15.79,30.5
3903.097,-0.064,16.667,11.097,104,15.77,30.2
3903.161,-0.054,16.664,11.093,104,15.77,30.03
3903.226,0.019,16.657,11.092,104,15.77,29.9
3903.29,-0.078,16.654,11.09,104,15.77,29.76
3903.355,0.167,16.647,11.087,104,15.77,29.67
3903.419,-0.058,16.642,11.088,104,15.77,29.71
3903.484,-0.023,16.637,11.093,104,15.77,29.66
3903.548,0.068,16.634,11.107,99,15.79,29.7
3903.613,0.195,16.629,11.123,99,15.79,29.76
3903.677,0.048,16.624,11.13,99,15.79,29.61
3903.742,-0.046,16.624,11.142,99,15.77,29.65
3903.806,-0.023,16.617,11.141,99,15.77,29.64
3903.871,-0.053,16.614,11.142,99,15.77,29.63
3903.935,-0.061,16.612,11.145,99,15.77,29.53
3904,-0.042,16.606,11.147,99,15.79,29.6
3904.065,0.001,16.604,11.149,99,15.79,29.69
3904.129,-0.067,16.602,11.154,99,15.79,29.64
3904.194,0.121,16.598,11.16,99,15.79,29.92
3904.258,-0.029,16.596,11.165,99,15.77,29.56
3904.323,-0.05,16.594,11.167,99,15.8,30.15
3904.387,0.021,16.591,11.17,99,15.8,30.45
3904.452,0.147,16.589,11.172,69,15.79,29.93
3904.516,0.125,16.586,11.17,69,15.79,30.4
3904.581,-0.041,16.587,11.173,69,15.79,30.59
3904.645,-0.035,16.586,11.176,69,15.77,30.55
3904.71,-0.04,16.587,11.183,69,15.77,30.72
3904.774,-0.052,16.587,11.187,69,15.79,31.08
3904.839,0.022,16.586,11.185,69,15.79,31.31
3904.903,-0.08,16.584,11.179,69,15.77,31.4
3904.968,0.148,16.582,11.174,69,15.77,31.76
3905.032,-0.067,16.582,11.168,69,15.77,31.91
3905.097,-0.043,16.581,11.162,69,15.77,31.8
3905.161,0.033,16.579,11.158,69,15.77,31.7
3905.226,0.145,16.576,11.155,78,15.79,31.54
3905.29,0.053,16.576,11.146,78,15.79,31.41
3905.355,-0.071,16.576,11.143,78,15.79,31.17
3905.419,-0.055,16.575,11.138,78,15.79,31.1
3905.484,-0.072,16.576,11.131,78,15.79,30.82
3905.548,-0.091,16.575,11.126,78,15.79,30.51
3905.613,-0.083,16.567,11.122,78,15.79,30.35
3905.677,-0.019,16.565,11.117,78,15.79,30.12
3905.742,-0.084,16.564,11.11,78,15.79,30.14
3905.806,0.05,16.562,11.101,78,15.79,30.21
3905.871,-0.01,16.556,11.097,78,15.79,29.92
3905.935,-0.079,16.556,11.091,78,15.79,29.84
3906,-0.022,16.556,11.083,78,15.79,30.16
3906.065,0.086,16.555,11.082,70,15.77,29.84
3906.129,0.073,16.552,11.081,70,15.79,29.71
3906.194,-0.097,16.547,11.081,70,15.77,29.81
3906.258,-0.09,16.542,11.092,70,15.77,29.86
3906.323,-0.061,16.541,11.102,70,15.77,29.59
3906.387,-0.072,16.54,11.112,70,15.77,29.48
3906.452,-0.077,16.536,11.118,70,15.77,29.36
3906.516,-0.036,16.532,11.117,70,15.77,29.42
3906.581,-0.101,16.532,11.12,70,15.77,29.22
3906.645,0,16.529,11.122,70,15.77,29.26
3906.71,0.025,16.527,11.129,70,15.77,29.49
3906.774,-0.059,16.525,11.133,70,15.77,29.24
3906.839,0.006,16.525,11.135,70,15.79,29.47
3906.903,0.128,16.525,11.135,70,15.79,29.6
3906.968,0.137,16.525,11.133,70,15.77,29.43
3907.032,-0.048,16.522,11.138,70,15.79,29.47
3907.097,-0.045,16.525,11.146,70,15.79,29.5
3907.161,-0.045,16.521,11.157,70,15.79,29.54
3907.226,-0.067,16.52,11.16,70,15.79,29.52
3907.29,-0.092,16.517,11.162,70,15.79,29.67
3907.355,-0.036,16.517,11.158,70,15.8,30.03
3907.419,-0.059,16.514,11.148,70,15.8,30.23
3907.484,-0.026,16.51,11.141,70,15.79,30.54
3907.548,0.092,16.508,11.135,70,15.79,30.74
3907.613,-0.047,16.508,11.13,70,15.79,30.94
3907.677,0.012,16.504,11.123,70,15.79,31.14
3907.742,0.116,16.504,11.12,104,15.79,31.25
3907.806,0.157,16.502,11.118,104,15.77,31.36
3907.871,-0.004,16.503,11.12,104,15.77,31.53
3907.935,-0.016,16.5,11.121,104,15.77,31.72
3908,-0.032,16.499,11.123,104,15.77,31.56
3908.065,-0.05,16.497,11.123,104,15.77,31.66
3908.129,-0.095,16.497,11.123,104,15.79,31.49
3908.194,-0.054,16.495,11.121,104,15.79,31.46
3908.258,-0.109,16.497,11.124,104,15.77,31.31
3908.323,-0.092,16.49,11.127,104,15.79,30.84
3908.387,0.075,16.483,11.135,104,15.79,30.78
3908.452,-0.112,16.488,11.148,104,15.79,30.63
3908.516,0,16.479,11.153,104,15.79,30.27
3908.581,0.036,16.477,11.159,106,15.79,30.12
3908.645,0.094,16.47,11.168,106,15.79,30.07
3908.71,-0.089,16.474,11.18,106,15.79,29.92
3908.774,-0.112,16.474,11.198,106,15.79,29.8
3908.839,-0.067,16.469,11.21,106,15.79,29.86
3908.903,-0.173,16.472,11.225,106,15.79,29.72
3908.968,-0.117,16.468,11.241,106,15.79,29.54
3909.032,-0.168,16.469,11.256,106,15.79,29.88
3909.097,-0.12,16.472,11.272,106,15.79,29.67
3909.161,-0.108,16.473,11.289,106,15.79,29.7
3909.226,-0.135,16.477,11.308,106,15.79,29.73
3909.29,0.019,16.475,11.332,106,15.79,29.65
3909.355,-0.161,16.47,11.352,106,15.79,29.72
3909.419,-0.11,16.487,11.37,106,15.79,29.7
3909.484,0.055,16.497,11.388,106,15.79,29.6
3909.548,0.088,16.495,11.399,106,15.79,29.68
3909.613,-0.077,16.514,11.409,106,15.77,29.56
3909.677,-0.05,16.491,11.416,106,15.79,29.42
3909.742,-0.07,16.498,11.422,106,15.77,29.33
3909.806,-0.07,16.502,11.432,106,15.79,29.17
3909.871,-0.095,16.5,11.439,106,15.79,29.18
3909.935,-0.14,16.51,11.449,106,15.79,29.32
3910,-0.067,16.514,11.449,106,15.8,29.84
3910.065,-0.09,16.518,11.446,106,15.8,29.98
3910.129,-0.092,16.524,11.441,106,15.79,30.27
3910.194,0.091,16.525,11.436,106,15.79,30.6
3910.258,-0.107,16.535,11.435,106,15.79,30.3
3910.323,-0.015,16.535,11.427,106,15.77,30.56
3910.387,0.031,16.538,11.424,106,15.77,30.84
3910.452,0.107,16.544,11.419,106,15.79,31.05
3910.516,-0.039,16.545,11.412,106,15.79,31.36
3910.581,-0.029,16.553,11.404,106,15.79,31.58
3910.645,-0.016,16.556,11.394,106,15.77,31.59
3910.71,-0.023,16.561,11.384,106,15.77,31.64
3910.774,-0.052,16.564,11.378,106,15.77,31.47
3910.839,-0.062,16.568,11.368,106,15.79,31.26
3910.903,-0.001,16.575,11.36,106,15.77,31.36
3910.968,-0.087,16.576,11.352,106,15.79,31.66
3911.032,0.129,16.581,11.351,106,15.79,32.15
3911.097,-0.079,16.581,11.344,106,15.79,32.05
3911.161,-0.05,16.577,11.333,106,15.79,31.67
3911.226,-0.021,16.582,11.324,106,15.77,31.3
3911.29,0.196,16.579,11.31,106,15.77,30.5
3911.355,0.036,16.585,11.304,106,15.76,30.27
3911.419,-0.001,16.582,11.296,106,15.77,30.07
3911.484,-0.031,16.583,11.291,106,15.77,29.89
3911.548,-0.062,16.587,11.288,232,15.77,29.64
3911.613,-0.046,16.584,11.28,232,15.77,29.57
3911.677,-0.123,16.584,11.277,232,15.77,29.67
3911.742,0.015,16.581,11.266,232,15.79,29.64
3911.806,-0.107,16.58,11.26,232,15.79,29.89
3911.871,0.143,16.58,11.255,232,15.79,29.71
3911.935,-0.006,16.58,11.243,232,15.79,29.64
3912,-0.038,16.584,11.24,232,15.79,29.84
3912.065,0.095,16.58,11.23,232,15.77,29.62
3912.129,0.159,16.58,11.226,232,15.77,29.46
3912.194,0.116,16.581,11.227,232,15.77,29.46
3912.258,-0.003,16.575,11.227,232,15.77,29.42
3912.323,-0.083,16.577,11.241,232,15.77,29.5
3912.387,-0.029,16.577,11.25,232,15.77,29.55
3912.452,-0.067,16.576,11.267,232,15.79,29.65
3912.516,-0.078,16.573,11.286,232,15.77,29.6
3912.581,0.102,16.568,11.298,232,15.77,29.71
3912.645,-0.099,16.573,11.322,232,15.77,30.05
3912.71,0.271,16.565,11.347,232,15.77,30.21
3912.774,-0.039,16.571,11.377,232,15.77,30.47
3912.839,0.031,16.57,11.407,232,15.79,30.56
3912.903,0.116,16.567,11.443,232,15.79,30.96
3912.968,0.206,16.565,11.482,232,15.79,31.1
3913.032,0.151,16.562,11.523,232,15.8,31.21
3913.097,0.006,16.564,11.571,232,15.8,32.31
3913.161,0.044,16.558,11.615,232,15.79,32.16
3913.226,0,16.56,11.665,232,15.79,31.88
3913.29,0.002,16.556,11.71,232,15.79,32.4
3913.355,0.088,16.554,11.756,232,15.79,32.28
3913.419,-0.046,16.554,11.796,232,15.8,31.91
3913.484,0.211,16.554,11.836,232,15.79,31.67
3913.548,0.017,16.555,11.869,232,15.79,31.65
3913.613,0.03,16.557,11.902,232,15.79,31.29
3913.677,0.124,16.551,11.931,232,15.79,31.06
3913.742,0.215,16.556,11.957,232,15.79,30.78
3913.806,0.093,16.562,11.976,232,15.79,30.32
3913.871,0.025,16.566,11.992,232,15.79,30.36
3913.935,0.016,16.572,11.999,232,15.79,30.3
3914,0.008,16.572,12.004,232,15.79,29.98
3914.065,0,16.577,12.02,232,15.8,29.93
3914.129,0.038,16.59,12.033,232,15.8,29.95
3914.194,0.057,16.596,12.043,232,15.8,30.17
3914.258,0.003,16.627,12.048,232,15.8,29.75
3914.323,0.253,16.604,12.049,232,15.77,29.8
3914.387,0.045,16.611,12.043,232,15.77,29.86
3914.452,0.085,16.613,12.024,232,15.77,29.91
3914.516,0.205,16.615,11.998,232,15.76,29.97
3914.581,0.238,16.62,11.973,232,15.77,29.15
3914.645,0.046,16.629,11.951,232,15.8,29.77
3914.71,0.018,16.637,11.927,232,15.81,30.33
3914.774,-0.016,16.643,11.906,232,15.81,29.96
3914.839,-0.037,16.648,11.894,54,15.81,29.9
3914.903,-0.029,16.65,11.874,54,15.79,30.58
3914.968,0.007,16.658,11.858,54,15.77,30.6
3915.032,-0.043,16.663,11.851,54,15.77,30.42
3915.097,0.214,16.663,11.822,54,15.76,30.68
3915.161,0.002,16.668,11.8,54,15.76,30.4
3915.226,0.044,16.672,11.779,54,15.76,30.48
3915.29,0.153,16.67,11.758,54,15.76,30.51
3915.355,0.212,16.672,11.736,54,15.75,30.12
3915.419,0.066,16.673,11.723,54,15.76,30.58
3915.484,0.03,16.675,11.715,54,15.76,31.05
3915.548,0.018,16.676,11.712,54,15.77,31.13
3915.613,-0.012,16.677,11.705,54,15.79,32
3915.677,0.044,16.677,11.705,54,15.79,32.2
3915.742,-0.072,16.677,11.711,54,15.77,32.13
3915.806,0.175,16.678,11.726,54,15.79,32.84
3915.871,-0.06,16.678,11.752,54,15.79,32.59
3915.935,-0.001,16.673,11.782,54,15.79,32.3
3916,0.06,16.676,11.818,54,15.79,31.9
3916.065,0.159,16.672,11.859,54,15.77,31.71
3916.129,0.02,16.669,11.905,54,15.77,31.66
3916.194,-0.063,16.669,11.957,54,15.76,31.15
3916.258,-0.053,16.669,12.01,54,15.77,30.97
3916.323,-0.091,16.669,12.067,54,15.79,30.86
3916.387,-0.065,16.668,12.125,54,15.79,30.36
3916.452,-0.028,16.663,12.182,54,15.79,30.42
3916.516,-0.136,16.661,12.237,54,15.77,30.16
3916.581,0.119,16.661,12.289,54,15.77,30.22
3916.645,-0.074,16.663,12.33,54,15.77,30.21
3916.71,-0.014,16.663,12.366,54,15.77,29.73
3916.774,0.096,16.666,12.404,79,15.77,29.69
3916.839,0.173,16.671,12.441,79,15.77,29.6
3916.903,-0.005,16.671,12.485,79,15.77,29.16
3916.968,-0.028,16.668,12.524,79,15.77,29.03
3917.032,-0.037,16.672,12.563,79,15.77,29.28
3917.097,-0.047,16.674,12.591,79,15.77,29.11
3917.161,0.019,16.68,12.617,79,15.79,29.39
3917.226,-0.078,16.688,12.648,79,15.77,29.51
3917.29,0.148,16.691,12.688,79,15.77,29.2
3917.355,-0.065,16.699,12.726,79,15.77,29.46
3917.419,-0.051,16.706,12.765,79,15.79,29.39
3917.484,0.03,16.711,12.801,79,15.79,29.55
3917.548,0.145,16.72,12.823,79,15.77,29.08
3917.613,0.076,16.726,12.837,79,15.79,29.46
3917.677,-0.046,16.736,12.851,79,15.77,29.72
3917.742,-0.033,16.746,12.863,79,15.77,29.28
3917.806,-0.049,16.752,12.878,79,15.77,29.74
3917.871,-0.051,16.758,12.892,79,15.77,29.99
3917.935,0.01,16.764,12.901,79,15.79,30.15
3918,-0.093,16.766,12.908,79,15.79,30.53
3918.065,0.155,16.768,12.916,79,15.77,30.84
3918.129,-0.088,16.765,12.924,79,15.77,31.1
3918.194,-0.05,16.749,12.934,79,15.77,31.27
3918.258,0.019,16.734,12.934,79,15.79,31.4
3918.323,0.09,16.73,12.932,79,15.77,31.56
3918.387,-0.04,16.731,12.92,79,15.77,31.65
3918.452,-0.109,16.728,12.905,79,15.77,31.5
3918.516,-0.052,16.73,12.892,79,15.76,31.54
3918.581,-0.08,16.734,12.875,79,15.76,31.26
3918.645,-0.091,16.74,12.855,79,15.77,31.01
3918.71,-0.036,16.742,12.837,79,15.77,30.71
3918.774,-0.129,16.746,12.821,79,15.77,30.81
3918.839,0.102,16.756,12.802,79,15.79,30.65
3918.903,-0.117,16.765,12.783,79,15.79,31.03
3918.968,-0.073,16.771,12.765,79,15.77,30.85
3919.032,0.006,16.782,12.744,79,15.77,30.24
3919.097,0.104,16.793,12.726,76,15.76,30.18
3919.161,-0.016,16.802,12.713,76,15.77,30.16
3919.226,-0.117,16.811,12.697,76,15.77,30.07
3919.29,-0.085,16.82,12.684,76,15.77,30.13
3919.355,-0.105,16.827,12.679,76,15.77,30.21
3919.419,-0.126,16.837,12.676,76,15.77,30.11
3919.484,-0.101,16.846,12.674,76,15.79,30.14
3919.548,-0.082,16.846,12.689,76,15.77,29.97
3919.613,-0.122,16.852,12.718,76,15.79,29.91
3919.677,0.09,16.862,12.749,76,15.79,30.35
3919.742,-0.085,16.864,12.788,76,15.77,29.92
3919.806,-0.024,16.863,12.832,76,15.77,29.55
3919.871,0.036,16.869,12.882,73,15.76,29.52
3919.935,0.11,16.869,12.935,73,15.77,29.98
3920,-0.058,16.869,12.996,73,15.77,29.66
3920.065,-0.051,16.873,13.058,73,15.79,29.03
3920.129,-0.034,16.875,13.117,73,15.79,29.88
3920.194,-0.036,16.877,13.171,73,15.79,30.22
3920.258,-0.046,16.879,13.229,73,15.79,29.78
3920.323,0.018,16.879,13.282,73,15.77,30.29
3920.387,-0.032,16.882,13.329,73,15.77,30.72
3920.452,0.078,16.889,13.377,73,15.77,30.61
3920.516,0.038,16.889,13.416,73,15.77,31.08
3920.581,-0.036,16.893,13.455,73,15.77,31.49
3920.645,0.037,16.899,13.487,73,15.77,31.64
3920.71,0.143,16.905,13.513,72,15.77,31.93
3920.774,0.12,16.912,13.532,72,15.77,32.14
3920.839,-0.02,16.921,13.539,72,15.77,32.35
3920.903,-0.032,16.926,13.542,72,15.77,32.46
3920.968,-0.043,16.933,13.544,72,15.77,32.45
3921.032,-0.033,16.941,13.542,72,15.77,32.16
3921.097,-0.036,16.955,13.539,72,15.77,32
3921.161,0.049,16.963,13.527,72,15.77,31.82
3921.226,-0.053,16.975,13.514,72,15.77,31.56
3921.29,0.171,16.991,13.5,72,15.77,31.31
3921.355,-0.033,17.005,13.482,72,15.79,31.23
3921.419,-0.006,17.02,13.453,72,15.77,30.96
3921.484,0.063,17.034,13.426,72,15.77,30.39
3921.548,0.158,17.049,13.406,73,15.79,30.77
3921.613,0.036,17.064,13.382,73,15.79,30.62
3921.677,-0.06,17.078,13.363,73,15.79,30.76
3921.742,-0.041,17.092,13.355,73,15.79,30.79
3921.806,-0.063,17.102,13.356,73,15.79,30.48
3921.871,-0.061,17.113,13.369,73,15.77,30.22
3921.935,-0.057,17.123,13.396,73,15.76,29.65
3922,0.014,17.138,13.432,73,15.76,29.51
3922.065,-0.029,17.149,13.478,73,15.76,29.45
3922.129,0.032,17.16,13.537,73,15.76,29.6
3922.194,0.071,17.17,13.602,73,15.77,29.32
3922.258,-0.053,17.179,13.676,73,15.79,29.68
3922.323,0.012,17.19,13.772,73,15.79,29.9
3922.387,0.125,17.2,13.884,69,15.79,29.69
3922.452,0.147,17.207,14,69,15.77,30
3922.516,-0.035,17.214,14.101,69,15.77,30.25
3922.581,-0.044,17.221,14.194,69,15.77,30.15
3922.645,-0.028,17.228,14.279,69,15.76,30.28
3922.71,-0.049,17.231,14.353,69,15.76,30.53
3922.774,-0.076,17.237,14.423,69,15.76,30.49
3922.839,-0.003,17.243,14.494,69,15.76,30.64
3922.903,-0.07,17.252,14.556,69,15.76,31.24
3922.968,0.165,17.257,14.612,69,15.76,31.49
3923.032,-0.075,17.258,14.664,69,15.77,31.73
3923.097,-0.053,17.261,14.71,69,15.77,31.87
3923.161,0.05,17.261,14.748,69,15.77,32.04
3923.226,0.116,17.258,14.776,73,15.76,32.15
3923.29,-0.052,17.261,14.796,73,15.76,32.06
3923.355,-0.115,17.262,14.81,73,15.76,31.89
3923.419,-0.142,17.264,14.822,73,15.76,31.74
3923.484,-0.139,17.273,14.844,73,15.76,31.59
3923.548,-0.108,17.291,14.851,73,15.76,31.34
3923.613,-0.06,17.308,14.842,73,15.76,31.29
3923.677,-0.168,17.333,14.831,73,15.76,31.1
3923.742,-0.102,17.352,14.803,73,15.75,31.06
3923.806,-0.09,17.373,14.773,73,15.76,30.99
3923.871,-0.237,17.395,14.746,73,15.76,30.73
3923.935,-0.128,17.415,14.723,73,15.76,30.41
3924,-0.02,17.431,14.704,74,15.76,30.13
3924.065,0.059,17.449,14.662,74,15.76,30.25
3924.129,-0.13,17.466,14.609,74,15.76,29.95
3924.194,-0.081,17.479,14.555,74,15.75,29.85
3924.258,-0.113,17.493,14.5,74,15.75,30.01
3924.323,-0.167,17.508,14.459,74,15.75,29.61
3924.387,-0.081,17.523,14.426,74,15.75,29.51
3924.452,-0.058,17.538,14.386,74,15.75,29.26
3924.516,-0.099,17.555,14.344,74,15.75,29.3
3924.581,0.141,17.568,14.302,74,15.75,29.66
3924.645,-0.071,17.584,14.27,74,15.75,29.4
3924.71,-0.013,17.6,14.242,74,15.75,29.4
3924.774,0.07,17.619,14.216,76,15.75,29.78
3924.839,0.161,17.625,14.196,76,15.75,29.41
3924.903,-0.032,17.635,14.178,76,15.75,29.45
3924.968,-0.069,17.645,14.161,76,15.75,29.67
3925.032,-0.072,17.652,14.164,76,15.75,29.95
3925.097,-0.101,17.663,14.174,76,15.76,30.12
3925.161,-0.03,17.667,14.188,76,15.77,30.37
3925.226,-0.169,17.678,14.206,76,15.77,31.16
3925.29,-0.009,17.683,14.215,76,15.79,31.39
3925.355,-0.043,17.687,14.213,76,15.79,31.62
3925.419,-0.157,17.691,14.211,76,15.77,31.73
3925.484,-0.04,17.696,14.203,76,15.77,31.94
3925.548,0.075,17.698,14.194,76,15.76,31.81
3925.613,0.088,17.698,14.18,76,15.77,31.63
3925.677,-0.046,17.706,14.163,76,15.77,31.71
3925.742,0.025,17.706,14.143,76,15.77,31.44
3925.806,0.017,17.711,14.121,76,15.77,31.44
3925.871,-0.022,17.715,14.098,76,15.77,31.1
3925.935,0.094,17.717,14.074,76,15.77,30.97
3926,-0.061,17.725,14.05,76,15.77,30.75
3926.065,0.189,17.726,14.027,76,15.77,30.63
3926.129,-0.033,17.729,14,76,15.77,30.47
3926.194,0.009,17.736,13.968,76,15.77,30.32
3926.258,0.108,17.734,13.931,76,15.77,30.22
3926.323,0.18,17.733,13.89,76,15.77,30.06
3926.387,0.072,17.733,13.849,76,15.77,29.99
3926.452,-0.005,17.733,13.809,76,15.77,29.81
3926.516,0.035,17.731,13.776,76,15.77,29.8
3926.581,0.012,17.731,13.748,76,15.77,29.7
3926.645,0.064,17.73,13.721,76,15.79,29.61
3926.71,0.098,17.728,13.697,76,15.77,29.72
