Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),marker(mV),RESP(mV)
4010.129,-0.115,0.575,8.964,24.703,10.87,33.71
4010.194,0.138,0.585,8.963,24.703,10.87,33.7
4010.258,-0.055,0.583,8.962,24.705,10.87,33.72
4010.323,0.022,0.539,8.96,24.705,10.87,33.73
4010.387,0.262,0.58,8.959,24.705,10.87,33.72
4010.452,0.169,0.598,8.959,24.705,10.87,33.71
4010.516,-0.065,0.624,8.957,24.708,10.85,33.74
4010.581,-0.066,0.64,8.957,24.708,10.87,33.78
4010.645,-0.066,0.598,8.955,24.708,10.87,33.81
4010.71,-0.081,0.593,8.954,24.709,10.87,33.79
4010.774,-0.045,0.619,8.954,24.709,10.87,33.8
4010.839,-0.07,0.658,8.952,24.71,10.87,33.95
4010.903,0.098,0.655,8.95,24.71,10.87,33.96
4010.968,-0.061,0.619,8.949,24.71,10.87,34.07
4011.032,-0.035,0.572,8.948,24.71,10.87,34.19
4011.097,0.105,0.596,8.947,24.71,10.87,34.34
4011.161,0.306,0.567,8.947,24.711,10.85,34.46
4011.226,-0.02,0.588,8.944,24.713,10.87,34.63
4011.29,-0.085,0.58,8.944,24.713,10.85,34.76
4011.355,-0.074,0.57,8.942,24.714,10.87,34.89
4011.419,-0.084,0.611,8.942,24.715,10.87,34.96
4011.484,-0.038,0.562,8.939,24.715,10.87,35.02
4011.548,-0.105,0.546,8.939,24.715,10.87,35.15
4011.613,0.166,0.616,8.937,24.715,10.87,35.29
4011.677,-0.155,0.583,8.937,24.717,10.87,35.41
4011.742,-0.035,0.645,8.934,24.715,10.87,35.53
4011.806,0.13,0.666,8.934,24.715,10.87,35.66
4011.871,0.263,0.64,8.932,24.716,10.87,35.78
4011.935,-0.066,0.603,8.932,24.715,10.87,35.95
4012,-0.1,0.627,8.929,24.715,10.87,36.09
4012.065,-0.089,0.609,8.929,24.715,10.87,36.2
4012.129,-0.077,0.619,8.928,24.715,10.87,36.24
4012.194,-0.067,0.591,8.927,24.713,10.87,36.31
4012.258,-0.146,0.583,8.925,24.713,10.87,36.42
4012.323,0.126,0.567,8.924,24.713,10.87,36.55
4012.387,-0.075,0.533,8.923,24.711,10.87,36.64
4012.452,0.032,0.606,8.922,24.713,10.87,36.72
4012.516,0.293,0.629,8.921,24.711,10.87,36.81
4012.581,-0.03,0.559,8.92,24.71,10.87,36.88
4012.645,-0.105,0.557,8.917,24.71,10.87,36.97
4012.71,-0.094,0.58,8.917,24.711,10.87,37.04
4012.774,-0.091,0.66,8.916,24.713,10.87,37.05
4012.839,-0.038,0.655,8.915,24.71,10.87,36.95
4012.903,-0.117,0.632,8.912,24.71,10.87,36.68
4012.968,0.186,0.583,8.913,24.71,10.87,36.66
4013.032,-0.15,0.598,8.912,24.71,10.87,36.48
4013.097,-0.029,0.585,8.91,24.71,10.87,36.29
4013.161,0.162,0.598,8.91,24.71,10.87,36.1
4013.226,0.273,0.557,8.908,24.71,10.87,35.91
4013.29,-0.065,0.559,8.907,24.71,10.87,35.73
4013.355,-0.093,0.588,8.906,24.71,10.87,35.56
4013.419,-0.078,0.562,8.905,24.711,10.87,35.39
4013.484,-0.084,0.585,8.905,24.713,10.87,35.19
4013.548,-0.036,0.567,8.902,24.71,10.87,35
4013.613,-0.089,0.575,8.902,24.713,10.87,34.89
4013.677,0.15,0.629,8.901,24.713,10.87,34.78
4013.742,-0.093,0.629,8.9,24.713,10.87,34.7
4013.806,-0.035,0.66,8.9,24.713,10.87,34.61
4013.871,0.129,0.598,8.897,24.714,10.87,34.55
4013.935,0.322,0.593,8.897,24.715,10.87,34.48
4014,-0.031,0.585,8.895,24.714,10.87,34.41
4014.065,-0.087,0.603,8.895,24.715,10.87,34.37
4014.129,-0.073,0.619,8.895,24.715,10.87,34.32
4014.194,-0.077,0.591,8.892,24.716,10.87,34.25
4014.258,-0.082,0.58,8.892,24.717,10.87,34.14
4014.323,-0.015,0.549,8.891,24.718,10.87,34.08
4014.387,-0.106,0.575,8.89,24.72,10.87,34.02
4014.452,0.165,0.655,8.89,24.721,10.87,33.95
4014.516,-0.092,0.606,8.888,24.722,10.87,33.91
4014.581,-0.01,0.57,8.887,24.722,10.87,33.87
4014.645,0.204,0.606,8.887,24.722,10.87,33.83
4014.71,0.254,0.611,8.885,24.723,10.87,33.81
4014.774,-0.07,0.655,8.885,24.725,10.87,33.8
4014.839,-0.086,0.614,8.885,24.725,10.87,33.78
4014.903,-0.077,0.622,8.882,24.725,10.87,33.77
4014.968,-0.087,0.611,8.882,24.725,10.87,33.71
4015.032,-0.09,0.601,8.882,24.725,10.87,33.66
4015.097,-0.025,0.601,8.88,24.725,10.87,33.65
4015.161,-0.114,0.598,8.88,24.725,10.87,33.66
4015.226,0.147,0.565,8.88,24.725,10.87,33.66
4015.29,-0.093,0.557,8.877,24.725,10.87,33.67
4015.355,-0.016,0.572,8.877,24.725,10.87,33.66
4015.419,0.196,0.603,8.875,24.725,10.87,33.66
4015.484,0.241,0.616,8.875,24.725,10.87,33.66
4015.548,-0.08,0.609,8.875,24.726,10.87,33.67
4015.613,-0.094,0.598,8.872,24.727,10.87,33.7
4015.677,-0.084,0.598,8.872,24.727,10.87,33.71
4015.742,-0.094,0.588,8.872,24.727,10.87,33.67
4015.806,-0.101,0.619,8.87,24.727,10.87,33.61
4015.871,-0.037,0.619,8.87,24.727,10.87,33.61
4015.935,-0.114,0.637,8.867,24.727,10.85,33.62
4016,0.158,0.591,8.867,24.73,10.85,33.66
4016.065,-0.12,0.575,8.866,24.73,10.87,33.67
4016.129,-0.026,0.611,8.865,24.73,10.87,33.67
4016.194,0.17,0.598,8.865,24.73,10.87,33.67
4016.258,0.262,0.591,8.863,24.73,10.85,33.66
4016.323,-0.077,0.585,8.862,24.73,10.87,33.67
4016.387,-0.112,0.603,8.862,24.73,10.87,33.71
4016.452,-0.114,0.583,8.861,24.731,10.87,33.75
4016.516,-0.141,0.578,8.86,24.732,10.85,33.75
4016.581,-0.168,0.588,8.858,24.731,10.85,33.74
4016.645,-0.134,0.627,8.857,24.732,10.85,33.79
4016.71,-0.236,0.609,8.857,24.73,10.85,33.86
4016.774,-0.009,0.629,8.856,24.731,10.87,33.96
4016.839,-0.287,0.601,8.855,24.732,10.85,34.1
4016.903,-0.223,0.583,8.853,24.732,10.85,34.24
4016.968,-0.037,0.588,8.852,24.732,10.85,34.4
4017.032,0.011,0.552,8.852,24.732,10.85,34.55
4017.097,-0.31,0.588,8.851,24.732,10.87,34.69
4017.161,-0.332,0.57,8.85,24.732,10.87,34.83
4017.226,-0.322,0.565,8.848,24.733,10.85,34.97
4017.29,-0.336,0.583,8.847,24.732,10.87,35.06
4017.355,-0.293,0.583,8.846,24.732,10.85,35.13
4017.419,-0.349,0.567,8.845,24.732,10.85,35.24
4017.484,-0.072,0.575,8.845,24.732,10.85,35.36
4017.548,-0.395,0.567,8.843,24.733,10.85,35.5
4017.613,-0.276,0.596,8.842,24.735,10.87,35.65
4017.677,-0.099,0.603,8.841,24.735,10.85,35.8
4017.742,0.054,0.588,8.84,24.736,10.85,35.91
4017.806,-0.275,0.596,8.84,24.735,10.85,36.06
4017.871,-0.302,0.596,8.838,24.736,10.85,36.2
4017.935,-0.283,0.549,8.837,24.737,10.85,36.34
4018,-0.273,0.591,8.837,24.737,10.85,36.44
4018.065,-0.217,0.559,8.837,24.737,10.85,36.54
4018.129,-0.293,0.546,8.837,24.737,10.85,36.72
4018.194,-0.011,0.557,8.835,24.737,10.85,36.85
4018.258,-0.229,0.541,8.835,24.737,10.85,36.99
4018.323,-0.132,0.588,8.835,24.737,10.85,37.13
4018.387,0.114,0.585,8.835,24.738,10.85,37.31
4018.452,0.094,0.565,8.835,24.738,10.85,37.43
4018.516,-0.172,0.572,8.835,24.74,10.85,37.55
4018.581,-0.164,0.624,8.835,24.74,10.85,37.61
4018.645,-0.143,0.65,8.835,24.742,10.85,37.63
4018.71,-0.1,0.611,8.835,24.742,10.85,37.64
4018.774,-0.112,0.622,8.835,24.742,10.85,37.73
4018.839,-0.075,0.567,8.835,24.742,10.85,37.79
4018.903,0.075,0.593,8.835,24.742,10.85,37.72
4018.968,-0.057,0.536,8.835,24.745,10.85,37.55
4019.032,0.081,0.572,8.835,24.745,10.85,37.36
4019.097,0.344,0.58,8.835,24.745,10.85,37.15
4019.161,0.022,0.552,8.835,24.745,10.85,36.95
4019.226,-0.072,0.554,8.835,24.748,10.85,36.75
4019.29,-0.056,0.557,8.835,24.752,10.85,36.54
4019.355,-0.05,0.601,8.835,24.752,10.85,36.28
4019.419,-0.004,0.645,8.835,24.752,10.87,35.97
4019.484,-0.04,0.552,8.835,24.755,10.85,35.75
4019.548,0.096,0.588,8.835,24.759,10.85,35.54
4019.613,0.046,0.634,8.833,24.765,10.85,35.39
4019.677,0.006,0.629,8.832,24.766,10.85,35.24
4019.742,0.156,0.58,8.832,24.767,10.85,35.12
4019.806,0.394,0.65,8.832,24.767,10.85,35
4019.871,0.049,0.64,8.832,24.767,10.85,34.86
4019.935,-0.025,0.647,8.832,24.768,10.85,34.76
4020,-0.014,0.606,8.831,24.77,10.85,34.66
4020.065,-0.016,0.58,8.83,24.772,10.85,34.54
4020.129,0,0.536,8.83,24.772,10.85,34.37
4020.194,0.02,0.598,8.829,24.772,10.85,34.29
4020.258,-0.065,0.583,8.828,24.772,10.85,34.2
4020.323,0.229,0.578,8.828,24.775,10.85,34.13
4020.387,0.004,0.619,8.828,24.777,10.85,34.07
4020.452,0.1,0.562,8.828,24.78,10.85,34.02
4020.516,0.374,0.559,8.826,24.782,10.85,33.99
4020.581,0.17,0.593,8.825,24.785,10.85,33.94
4020.645,-0.018,0.596,8.825,24.788,10.85,33.91
4020.71,-0.013,0.585,8.825,24.791,10.85,33.86
4020.774,-0.011,0.616,8.824,24.792,10.85,33.82
4020.839,-0.026,0.591,8.823,24.795,10.85,33.72
4020.903,0.012,0.606,8.823,24.797,10.85,33.7
4020.968,-0.01,0.591,8.821,24.798,10.85,33.67
4021.032,0.005,0.583,8.82,24.8,10.85,33.67
4021.097,0.145,0.575,8.82,24.8,10.85,33.67
4021.161,0.004,0.552,8.82,24.801,10.85,33.67
4021.226,0.124,0.583,8.818,24.802,10.85,33.67
4021.29,0.381,0.572,8.818,24.803,10.85,33.67
4021.355,0.081,0.642,8.818,24.804,10.85,33.68
4021.419,-0.03,0.647,8.815,24.805,10.85,33.68
4021.484,-0.021,0.572,8.815,24.807,10.85,33.7
4021.548,-0.027,0.624,8.815,24.809,10.85,33.7
4021.613,-0.038,0.655,8.813,24.809,10.85,33.64
4021.677,-0.008,0.655,8.813,24.809,10.85,33.63
4021.742,-0.002,0.622,8.811,24.809,10.85,33.65
4021.806,-0.054,0.611,8.81,24.809,10.85,33.65
4021.871,0.19,0.593,8.81,24.812,10.85,33.67
4021.935,-0.005,0.593,8.808,24.812,10.85,33.7
4022,0.103,0.572,8.808,24.812,10.85,33.73
4022.065,0.364,0.611,8.806,24.812,10.85,33.78
4022.129,0.115,0.554,8.805,24.812,10.85,33.83
4022.194,-0.037,0.575,8.805,24.813,10.85,33.91
4022.258,-0.026,0.57,8.804,24.814,10.85,34.01
4022.323,-0.029,0.585,8.803,24.813,10.85,34.08
4022.387,-0.041,0.609,8.803,24.812,10.85,34.11
4022.452,0.015,0.572,8.8,24.812,10.85,34.19
4022.516,-0.05,0.634,8.8,24.812,10.85,34.3
4022.581,0.217,0.668,8.799,24.813,10.85,34.44
4022.645,-0.1,0.619,8.798,24.814,10.85,34.57
4022.71,0.01,0.634,8.798,24.814,10.85,34.69
4022.774,0.174,0.616,8.796,24.814,10.85,34.82
4022.839,0.334,0.642,8.795,24.814,10.85,34.96
4022.903,0,0.634,8.793,24.814,10.85,35.12
4022.968,-0.038,0.611,8.793,24.815,10.85,35.27
4023.032,-0.032,0.544,8.793,24.814,10.85,35.41
4023.097,-0.04,0.544,8.79,24.815,10.85,35.49
4023.161,0.011,0.515,8.79,24.814,10.85,35.58
4023.226,-0.08,0.585,8.789,24.812,10.85,35.71
4023.29,0.193,0.557,8.788,24.812,10.85,35.88
4023.355,-0.088,0.585,8.788,24.812,10.85,36.02
4023.419,0.016,0.541,8.785,24.812,10.85,36.17
4023.484,0.216,0.596,8.785,24.812,10.85,36.31
4023.548,0.278,0.619,8.785,24.812,10.85,36.46
4023.613,-0.039,0.627,8.783,24.812,10.85,36.62
4023.677,-0.055,0.637,8.781,24.814,10.85,36.75
4023.742,-0.047,0.653,8.78,24.814,10.85,36.86
4023.806,-0.032,0.596,8.78,24.814,10.85,36.9
4023.871,-0.037,0.593,8.779,24.814,10.85,36.97
4023.935,-0.088,0.567,8.778,24.814,10.85,37.07
4024,0.157,0.598,8.778,24.814,10.85,37.22
4024.065,-0.037,0.57,8.775,24.814,10.85,37.37
4024.129,0.079,0.549,8.775,24.814,10.85,37.51
4024.194,0.342,0.585,8.774,24.814,10.85,37.63
4024.258,0.058,0.559,8.773,24.814,10.85,37.74
4024.323,-0.076,0.616,8.773,24.814,10.85,37.81
4024.387,-0.066,0.622,8.773,24.814,10.85,37.84
4024.452,-0.065,0.619,8.77,24.814,10.85,37.82
4024.516,-0.01,0.559,8.77,24.814,10.85,37.77
4024.581,-0.095,0.624,8.769,24.814,10.85,37.77
4024.645,0.216,0.619,8.768,24.814,10.85,37.68
4024.71,-0.122,0.619,8.768,24.813,10.85,37.56
4024.774,-0.005,0.565,8.766,24.814,10.85,37.4
4024.839,0.195,0.591,8.765,24.812,10.85,37.23
4024.903,0.302,0.622,8.765,24.814,10.85,37.03
4024.968,-0.041,0.57,8.763,24.812,10.85,36.84
4025.032,-0.069,0.57,8.763,24.812,10.85,36.64
4025.097,-0.053,0.585,8.761,24.812,10.85,36.41
4025.161,-0.059,0.541,8.76,24.812,10.85,36.11
4025.226,0.004,0.596,8.76,24.812,10.85,35.84
4025.29,-0.085,0.619,8.76,24.812,10.85,35.67
4025.355,0.208,0.629,8.758,24.814,10.85,35.54
4025.419,-0.09,0.655,8.758,24.814,10.85,35.4
4025.484,0.005,0.593,8.758,24.814,10.85,35.24
4025.548,0.217,0.629,8.755,24.814,10.85,35.12
4025.613,0.291,0.645,8.755,24.814,10.85,34.97
4025.677,-0.039,0.58,8.755,24.814,10.85,34.87
4025.742,-0.061,0.598,8.754,24.817,10.85,34.77
4025.806,-0.05,0.585,8.753,24.817,10.85,34.68
4025.871,-0.061,0.593,8.753,24.817,10.85,34.51
4025.935,-0.029,0.526,8.751,24.817,10.85,34.37
4026,-0.03,0.596,8.75,24.817,10.85,34.3
4026.065,-0.082,0.469,8.75,24.817,10.85,34.26
4026.129,0.178,0.606,8.75,24.817,10.85,34.22
4026.194,-0.03,0.565,8.748,24.817,10.85,34.17
4026.258,0.079,0.616,8.748,24.817,10.85,34.14
4026.323,0.35,0.606,8.748,24.817,10.85,34.08
4026.387,0.086,0.583,8.745,24.818,10.85,34.04
4026.452,-0.057,0.653,8.745,24.819,10.85,33.98
4026.516,-0.05,0.624,8.745,24.819,10.85,33.92
4026.581,-0.052,0.634,8.744,24.819,10.85,33.87
4026.645,-0.066,0.645,8.743,24.819,10.85,33.77
4026.71,-0.013,0.624,8.743,24.819,10.85,33.72
4026.774,-0.06,0.588,8.742,24.822,10.85,33.71
4026.839,0.117,0.606,8.741,24.819,10.85,33.7
4026.903,-0.034,0.593,8.741,24.819,10.85,33.7
4026.968,-0.021,0.552,8.738,24.819,10.85,33.7
4027.032,0.126,0.565,8.738,24.819,10.85,33.7
4027.097,0.344,0.57,8.738,24.819,10.85,33.7
4027.161,0.003,0.526,8.738,24.819,10.85,33.7
4027.226,-0.067,0.557,8.736,24.819,10.85,33.7
4027.29,-0.056,0.627,8.736,24.819,10.85,33.7
4027.355,-0.063,0.567,8.736,24.819,10.87,33.67
4027.419,-0.071,0.622,8.733,24.817,10.85,33.61
4027.484,-0.003,0.619,8.733,24.817,10.84,33.6
4027.548,-0.089,0.64,8.733,24.817,10.84,33.62
4027.613,0.184,0.606,8.732,24.817,10.84,33.62
4027.677,-0.105,0.616,8.731,24.817,10.84,33.63
4027.742,-0.009,0.601,8.731,24.817,10.84,33.63
4027.806,0.181,0.601,8.729,24.817,10.84,33.65
4027.871,0.292,0.572,8.728,24.817,10.84,33.66
4027.935,-0.044,0.609,8.728,24.817,10.84,33.71
4028,-0.071,0.562,8.727,24.819,10.84,33.77
4028.065,-0.062,0.585,8.726,24.819,10.84,33.83
4028.129,-0.073,0.58,8.726,24.819,10.84,33.84
4028.194,-0.057,0.609,8.726,24.817,10.84,33.84
4028.258,-0.044,0.588,8.726,24.819,10.84,33.9
4028.323,-0.118,0.603,8.723,24.818,10.84,33.97
4028.387,0.14,0.585,8.723,24.819,10.84,34.07
4028.452,-0.055,0.627,8.723,24.819,10.84,34.19
4028.516,0.046,0.632,8.721,24.819,10.84,34.31
4028.581,0.3,0.616,8.721,24.819,10.84,34.44
4028.645,0.08,0.611,8.721,24.822,10.84,34.61
4028.71,-0.081,0.593,8.719,24.822,10.84,34.75
4028.774,-0.074,0.585,8.718,24.822,10.84,34.89
4028.839,-0.078,0.565,8.718,24.822,10.84,34.99
4028.903,-0.043,0.572,8.718,24.822,10.84,35.08
4028.968,-0.086,0.552,8.718,24.822,10.84,35.23
4029.032,0.047,0.544,8.716,24.819,10.84,35.41
4029.097,-0.034,0.57,8.716,24.819,10.84,35.6
4029.161,-0.044,0.583,8.716,24.819,10.84,35.77
4029.226,0.094,0.606,8.716,24.819,10.84,35.95
4029.29,0.311,0.596,8.713,24.819,10.84,36.11
4029.355,-0.017,0.609,8.713,24.818,10.84,36.3
4029.419,-0.09,0.65,8.713,24.817,10.84,36.46
4029.484,-0.082,0.627,8.713,24.817,10.84,36.61
4029.548,-0.073,0.603,8.713,24.817,10.84,36.69
4029.613,-0.055,0.622,8.712,24.817,10.84,36.79
4029.677,-0.146,0.622,8.711,24.817,10.84,36.96
4029.742,0.14,0.616,8.711,24.817,10.84,37.16
4029.806,-0.076,0.578,8.711,24.818,10.84,37.34
4029.871,0.02,0.596,8.711,24.819,10.84,37.51
4029.935,0.287,0.57,8.708,24.819,10.84,37.68
4030,-0.018,0.567,8.708,24.819,10.84,37.84
4030.065,-0.106,0.572,8.708,24.817,10.84,38
4030.129,-0.099,0.575,8.708,24.819,10.84,38.12
4030.194,-0.097,0.598,8.708,24.819,10.84,38.22
4030.258,-0.041,0.609,8.707,24.817,10.84,38.3
4030.323,-0.128,0.606,8.706,24.815,10.84,38.57
4030.387,0.188,0.637,8.706,24.814,10.84,38.58
4030.452,-0.168,0.64,8.704,24.814,10.84,38.69
4030.516,-0.04,0.629,8.703,24.814,10.84,38.74
4030.581,0.157,0.64,8.703,24.814,10.84,38.82
4030.645,0.276,0.609,8.703,24.814,10.84,38.86
4030.71,-0.076,0.629,8.702,24.814,10.84,38.91
4030.774,-0.108,0.601,8.701,24.814,10.84,38.91
4030.839,-0.091,0.585,8.701,24.814,10.84,38.81
4030.903,-0.081,0.629,8.701,24.814,10.84,38.62
4030.968,-0.057,0.575,8.701,24.814,10.84,38.41
4031.032,-0.152,0.562,8.698,24.814,10.84,38.23
4031.097,0.152,0.64,8.698,24.814,10.84,38.03
4031.161,-0.082,0.565,8.698,24.815,10.84,37.81
4031.226,0.009,0.58,8.697,24.818,10.84,37.59
4031.29,0.281,0.632,8.696,24.819,10.84,37.37
4031.355,0.097,0.609,8.696,24.819,10.84,37.15
4031.419,-0.109,0.629,8.694,24.819,10.84,36.93
4031.484,-0.104,0.593,8.693,24.819,10.84,36.72
4031.548,-0.097,0.614,8.693,24.822,10.84,36.48
4031.613,-0.092,0.583,8.693,24.822,10.84,36.23
4031.677,-0.056,0.585,8.691,24.822,10.84,36.04
4031.742,-0.146,0.622,8.691,24.822,10.84,35.89
4031.806,0.141,0.598,8.691,24.822,10.84,35.75
4031.871,-0.009,0.552,8.688,24.823,10.84,35.61
4031.935,0.038,0.552,8.688,24.822,10.84,35.47
4032,0.254,0.614,8.688,24.823,10.84,35.36
4032.065,0.138,0.58,8.688,24.823,10.84,35.25
4032.129,-0.096,0.622,8.686,24.824,10.84,35.16
4032.194,-0.092,0.601,8.684,24.824,10.84,34.97
4032.258,-0.086,0.614,8.684,24.824,10.84,34.96
4032.323,-0.1,0.647,8.686,24.824,10.84,34.8
4032.387,-0.068,0.666,8.684,24.824,10.84,34.67
4032.452,-0.069,0.627,8.683,24.825,10.84,34.59
4032.516,-0.117,0.632,8.683,24.827,10.84,34.51
4032.581,0.133,0.64,8.683,24.827,10.84,34.44
4032.645,-0.069,0.58,8.683,24.827,10.84,34.37
4032.71,0.041,0.588,8.683,24.829,10.84,34.31
4032.774,0.306,0.567,8.683,24.829,10.84,34.26
4032.839,0.041,0.575,8.683,24.829,10.84,34.22
4032.903,-0.1,0.528,8.682,24.829,10.84,34.18
4032.968,-0.09,0.58,8.683,24.832,10.84,34.12
4033.032,-0.093,0.611,8.681,24.832,10.84,34.06
4033.097,-0.107,0.619,8.681,24.832,10.84,33.91
4033.161,-0.077,0.598,8.681,24.834,10.84,33.85
4033.226,-0.067,0.609,8.681,24.834,10.84,33.83
4033.29,-0.136,0.611,8.681,24.834,10.84,33.81
4033.355,0.139,0.616,8.681,24.834,10.84,33.8
4033.419,-0.076,0.65,8.681,24.835,10.84,33.79
4033.484,0.026,0.65,8.681,24.835,10.84,33.8
4033.548,0.29,0.645,8.681,24.837,10.84,33.83
4033.613,0.065,0.616,8.681,24.839,10.84,33.88
4033.677,-0.099,0.614,8.679,24.838,10.84,33.93
4033.742,-0.088,0.663,8.679,24.839,10.84,33.99
4033.806,-0.091,0.614,8.678,24.839,10.84,34.05
4033.871,-0.098,0.585,8.678,24.839,10.84,34.11
4033.935,-0.036,0.531,8.678,24.839,10.84,34.22
4034,-0.122,0.567,8.678,24.839,10.84,34.38
4034.065,0.145,0.554,8.678,24.839,10.84,34.53
4034.129,-0.128,0.588,8.678,24.839,10.84,34.69
4034.194,-0.031,0.565,8.676,24.837,10.84,34.84
4034.258,0.162,0.624,8.676,24.838,10.84,34.99
4034.323,0.241,0.624,8.676,24.837,10.84,35.15
4034.387,-0.074,0.655,8.676,24.837,10.84,35.33
4034.452,-0.093,0.619,8.676,24.838,10.84,35.49
4034.516,-0.088,0.609,8.676,24.839,10.84,35.64
4034.581,-0.083,0.567,8.674,24.839,10.84,35.74
4034.645,-0.055,0.609,8.673,24.839,10.84,35.85
4034.71,-0.144,0.591,8.673,24.839,10.84,36.02
4034.774,0.125,0.593,8.673,24.839,10.84,36.21
4034.839,-0.078,0.578,8.673,24.839,10.84,36.41
4034.903,0.008,0.578,8.672,24.839,10.84,36.56
4034.968,0.259,0.531,8.671,24.839,10.84,36.7
4035.032,0.121,0.593,8.671,24.839,10.84,36.83
4035.097,-0.1,0.619,8.671,24.839,10.84,36.98
4035.161,-0.094,0.583,8.671,24.839,10.84,37.11
4035.226,-0.096,0.588,8.668,24.839,10.84,37.19
4035.29,-0.057,0.596,8.668,24.837,10.84,37.26
4035.355,-0.113,0.65,8.668,24.837,10.84,37.39
4035.419,0.095,0.596,8.668,24.837,10.84,37.54
4035.484,-0.098,0.611,8.668,24.837,10.84,37.68
4035.548,-0.059,0.611,8.666,24.837,10.84,37.8
4035.613,0.094,0.58,8.666,24.837,10.84,37.9
4035.677,0.301,0.578,8.666,24.837,10.84,38.01
4035.742,-0.045,0.619,8.666,24.834,10.84,38.07
4035.806,-0.095,0.57,8.666,24.834,10.84,38.01
4035.871,-0.093,0.559,8.664,24.834,10.84,37.89
4035.935,-0.094,0.585,8.663,24.834,10.84,37.7
4036,-0.039,0.58,8.663,24.832,10.84,37.49
4036.065,-0.133,0.632,8.663,24.832,10.85,37.32
4036.129,0.146,0.616,8.662,24.83,10.84,36.91
4036.194,-0.099,0.634,8.663,24.829,10.84,36.89
4036.258,-0.016,0.629,8.661,24.829,10.84,36.67
4036.323,0.209,0.609,8.661,24.829,10.84,36.47
4036.387,0.218,0.614,8.661,24.828,10.84,36.26
4036.452,-0.087,0.609,8.661,24.827,10.84,36.07
4036.516,-0.096,0.619,8.659,24.827,10.84,35.89
4036.581,-0.089,0.627,8.658,24.827,10.84,35.68
4036.645,-0.098,0.559,8.658,24.827,10.84,35.45
4036.71,-0.033,0.622,8.658,24.827,10.84,35.24
4036.774,-0.116,0.567,8.656,24.825,10.84,35.08
4036.839,-0.088,0.552,8.656,24.824,10.84,34.95
4036.903,-0.066,0.544,8.656,24.824,10.84,34.83
4036.968,-0.016,0.565,8.656,24.824,10.84,34.74
4037.032,0.185,0.58,8.656,24.824,10.84,34.64
4037.097,0.269,0.624,8.655,24.824,10.84,34.57
4037.161,-0.063,0.585,8.654,24.824,10.84,34.42
4037.226,-0.083,0.583,8.654,24.824,10.84,34.43
4037.29,-0.076,0.624,8.654,24.824,10.84,34.33
4037.355,-0.088,0.642,8.652,24.827,10.84,34.19
4037.419,-0.043,0.609,8.651,24.827,10.84,34.05
4037.484,-0.071,0.591,8.651,24.827,10.84,34
4037.548,-0.015,0.642,8.65,24.829,10.84,33.97
4037.613,0.048,0.624,8.65,24.83,10.84,33.94
4037.677,-0.05,0.601,8.649,24.833,10.84,33.93
4037.742,0.081,0.554,8.649,24.834,10.84,33.93
4037.806,0.325,0.539,8.649,24.835,10.84,33.92
4037.871,0.005,0.596,8.647,24.837,10.84,33.89
4037.935,-0.094,0.593,8.646,24.837,10.84,33.88
4038,-0.084,0.58,8.646,24.837,10.84,33.86
4038.065,-0.091,0.58,8.646,24.839,10.84,33.82
4038.129,-0.089,0.583,8.646,24.839,10.84,33.72
4038.194,-0.051,0.559,8.646,24.839,10.84,33.7
4038.258,-0.145,0.627,8.646,24.839,10.84,33.7
4038.323,0.114,0.645,8.644,24.839,10.84,33.69
4038.387,-0.086,0.632,8.644,24.839,10.84,33.74
4038.452,-0.01,0.627,8.644,24.839,10.84,33.81
4038.516,0.231,0.603,8.644,24.838,10.84,33.9
4038.581,0.153,0.637,8.644,24.837,10.84,33.98
4038.645,-0.098,0.575,8.644,24.837,10.84,34.12
4038.71,-0.102,0.554,8.644,24.837,10.84,34.24
4038.774,-0.103,0.567,8.644,24.837,10.84,34.34
4038.839,-0.078,0.588,8.644,24.834,10.84,34.4
4038.903,-0.084,0.588,8.644,24.834,10.84,34.51
4038.968,-0.13,0.603,8.645,24.834,10.84,34.66
4039.032,0.087,0.593,8.644,24.833,10.84,34.96
4039.097,-0.079,0.624,8.644,24.834,10.84,34.97
4039.161,0.029,0.562,8.644,24.834,10.84,35.12
4039.226,0.28,0.611,8.644,24.834,10.84,35.26
4039.29,0.02,0.614,8.644,24.834,10.84,35.42
4039.355,-0.11,0.655,8.642,24.835,10.84,35.59
4039.419,-0.099,0.634,8.641,24.835,10.84,35.74
4039.484,-0.101,0.578,8.641,24.837,10.84,35.85
4039.548,-0.055,0.616,8.641,24.837,10.84,35.93
4039.613,-0.149,0.596,8.641,24.837,10.84,36.06
4039.677,0.108,0.572,8.641,24.837,10.84,36.21
4039.742,-0.121,0.588,8.641,24.834,10.84,36.37
4039.806,-0.033,0.549,8.64,24.834,10.84,36.49
4039.871,0.186,0.541,8.639,24.834,10.84,36.63
4039.935,0.183,0.58,8.639,24.832,10.84,36.74
4040,-0.102,0.567,8.639,24.832,10.84,36.88
4040.065,-0.106,0.611,8.639,24.83,10.84,37.01
4040.129,-0.101,0.606,8.636,24.83,10.84,37.09
4040.194,-0.066,0.616,8.636,24.829,10.84,37.12
4040.258,-0.108,0.655,8.636,24.827,10.84,37.19
4040.323,0.002,0.684,8.636,24.827,10.84,37.32
4040.387,-0.016,0.671,8.636,24.824,10.84,37.43
4040.452,-0.065,0.614,8.634,24.824,10.84,37.53
