Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),HR(bpm),marker(mV),RESP(mV)
4570.129,-0.21,0.634,7.736,79,10.9,32.45
4570.194,-0.316,0.629,7.736,79,10.89,32.45
4570.258,-0.307,0.658,7.735,79,10.89,32.48
4570.323,-0.311,0.668,7.734,79,10.9,32.46
4570.387,-0.315,0.65,7.734,79,10.9,32.42
4570.452,-0.25,0.653,7.734,79,10.9,32.41
4570.516,-0.311,0.629,7.731,79,10.9,32.43
4570.581,-0.046,0.632,7.731,79,10.9,32.42
4570.645,-0.318,0.619,7.731,79,10.9,32.43
4570.71,-0.213,0.596,7.731,79,10.9,32.44
4570.774,-0.041,0.598,7.731,79,10.9,32.47
4570.839,0.136,0.611,7.729,79,10.9,32.54
4570.903,-0.193,0.624,7.729,79,10.9,32.63
4570.968,-0.224,0.64,7.729,79,10.9,32.74
4571.032,-0.198,0.655,7.729,79,10.9,32.86
4571.097,-0.189,0.632,7.729,79,10.9,32.94
4571.161,-0.149,0.642,7.729,79,10.9,32.99
4571.226,-0.135,0.686,7.729,79,10.9,33.13
4571.29,-0.174,0.663,7.731,79,10.9,33.29
4571.355,0.081,0.676,7.731,79,10.9,33.44
4571.419,-0.081,0.645,7.731,79,10.9,33.58
4571.484,0.037,0.606,7.731,79,10.9,33.72
4571.548,0.285,0.64,7.732,79,10.9,33.85
4571.613,0.048,0.585,7.734,79,10.9,33.99
4571.677,-0.08,0.578,7.735,81,10.9,34.15
4571.742,-0.061,0.585,7.736,81,10.9,34.28
4571.806,-0.059,0.614,7.736,81,10.9,34.38
4571.871,-0.016,0.614,7.739,81,10.9,34.41
4571.935,-0.051,0.65,7.739,81,10.9,34.5
4572,0.04,0.65,7.741,81,10.9,34.62
4572.065,0.066,0.619,7.741,81,10.9,34.74
4572.129,0.011,0.655,7.741,81,10.9,34.84
4572.194,0.145,0.681,7.742,81,10.9,34.95
4572.258,0.361,0.637,7.744,81,10.9,35.04
4572.323,0.05,0.663,7.744,81,10.9,35.15
4572.387,-0.029,0.627,7.744,86,10.9,35.24
4572.452,-0.016,0.653,7.746,86,10.9,35.33
4572.516,-0.012,0.622,7.746,86,10.9,35.35
4572.581,0.026,0.624,7.746,86,10.9,35.32
4572.645,-0.061,0.598,7.746,86,10.9,35.32
4572.71,0.207,0.554,7.746,86,10.9,35.28
4572.774,-0.007,0.601,7.746,86,10.9,35.19
4572.839,0.073,0.588,7.746,86,10.9,35.07
4572.903,0.296,0.598,7.746,86,10.9,34.94
4572.968,0.249,0.588,7.747,86,10.9,34.77
4573.032,-0.021,0.637,7.747,86,10.9,34.63
4573.097,-0.024,0.66,7.747,88,10.9,34.49
4573.161,-0.015,0.686,7.749,88,10.9,34.32
4573.226,-0.019,0.634,7.747,88,10.9,34.08
4573.29,0.041,0.699,7.749,88,10.9,33.86
4573.355,-0.05,0.622,7.746,88,10.9,33.7
4573.419,0.233,0.645,7.746,88,10.9,33.57
4573.484,-0.025,0.668,7.746,88,10.9,33.45
4573.548,0.062,0.66,7.746,88,10.9,33.34
4573.613,0.267,0.616,7.746,88,10.9,33.25
4573.677,0.326,0.606,7.746,88,10.9,33.14
4573.742,0,0.609,7.744,88,10.9,33.07
4573.806,-0.016,0.653,7.744,83,10.9,33
4573.871,-0.008,0.601,7.744,83,10.9,32.93
4573.935,-0.017,0.624,7.744,83,10.9,32.82
4574,0.026,0.622,7.744,83,10.9,32.7
4574.065,-0.012,0.647,7.744,83,10.9,32.67
4574.129,0.091,0.663,7.744,83,10.9,32.62
4574.194,0.087,0.634,7.742,83,10.9,32.6
4574.258,0.031,0.629,7.741,83,10.9,32.57
4574.323,0.169,0.634,7.741,83,10.9,32.55
4574.387,0.396,0.622,7.741,83,10.9,32.53
4574.452,0.063,0.624,7.74,83,10.9,32.5
4574.516,-0.024,0.642,7.739,81,10.9,32.48
4574.581,-0.014,0.588,7.739,81,10.9,32.47
4574.645,-0.017,0.565,7.739,81,10.9,32.47
4574.71,-0.021,0.58,7.736,81,10.9,32.4
4574.774,0.035,0.614,7.736,81,10.9,32.38
4574.839,-0.058,0.624,7.736,81,10.9,32.38
4574.903,0.197,0.619,7.735,81,10.9,32.38
4574.968,-0.01,0.645,7.734,81,10.9,32.39
4575.032,0.062,0.653,7.734,81,10.9,32.39
4575.097,0.272,0.692,7.732,81,10.9,32.39
4575.161,0.286,0.663,7.731,81,10.9,32.39
4575.226,-0.016,0.66,7.731,81,10.9,32.39
4575.29,-0.024,0.668,7.731,80,10.9,32.41
4575.355,-0.017,0.616,7.73,80,10.9,32.45
4575.419,-0.032,0.598,7.729,80,10.9,32.41
4575.484,-0.024,0.624,7.729,80,10.9,32.38
4575.548,0.007,0.609,7.727,80,10.9,32.37
4575.613,-0.083,0.596,7.726,80,10.9,32.36
4575.677,0.183,0.583,7.726,80,10.9,32.33
4575.742,-0.017,0.578,7.726,80,10.9,32.33
4575.806,0.061,0.627,7.724,80,10.9,32.34
4575.871,0.296,0.614,7.724,80,10.9,32.35
4575.935,0.192,0.668,7.724,80,10.9,32.34
4576,-0.046,0.609,7.724,79,10.9,32.32
4576.065,-0.045,0.704,7.721,79,10.9,32.33
4576.129,-0.043,0.707,7.721,79,10.9,32.33
4576.194,-0.057,0.655,7.72,79,10.9,32.28
4576.258,-0.042,0.684,7.719,79,10.9,32.24
4576.323,-0.015,0.663,7.719,79,10.9,32.26
4576.387,-0.102,0.629,7.719,79,10.9,32.26
4576.452,0.174,0.681,7.719,79,10.9,32.27
4576.516,-0.028,0.64,7.719,79,10.9,32.28
4576.581,0.061,0.614,7.719,79,10.9,32.29
4576.645,0.305,0.614,7.719,79,10.9,32.29
4576.71,0.139,0.583,7.716,79,10.9,32.31
4576.774,-0.06,0.634,7.716,77,10.9,32.32
4576.839,-0.053,0.619,7.716,77,10.9,32.32
4576.903,-0.053,0.601,7.716,77,10.9,32.33
4576.968,-0.067,0.627,7.716,77,10.9,32.29
4577.032,-0.044,0.622,7.715,77,10.9,32.28
4577.097,-0.033,0.663,7.714,77,10.9,32.28
4577.161,-0.1,0.671,7.714,77,10.9,32.28
4577.226,0.161,0.647,7.714,77,10.9,32.28
4577.29,-0.031,0.653,7.714,77,10.9,32.29
4577.355,0.073,0.647,7.711,77,10.9,32.29
4577.419,0.318,0.622,7.711,77,10.9,32.3
4577.484,0.091,0.616,7.711,77,10.9,32.3
4577.548,-0.067,0.596,7.711,78,10.9,32.3
4577.613,-0.061,0.606,7.711,78,10.9,32.32
4577.677,-0.064,0.611,7.711,78,10.9,32.32
4577.742,-0.077,0.601,7.711,78,10.9,32.29
4577.806,-0.049,0.614,7.711,78,10.9,32.29
4577.871,-0.052,0.591,7.709,78,10.9,32.33
4577.935,-0.058,0.616,7.709,78,10.9,32.37
4578,0.111,0.598,7.709,78,10.9,32.47
4578.065,-0.03,0.629,7.709,78,10.9,32.54
4578.129,0.269,0.627,7.709,78,10.9,32.65
4578.194,0.051,0.634,7.709,78,10.9,32.76
4578.258,-0.07,0.614,7.706,78,10.9,32.9
4578.323,-0.059,0.619,7.706,78,10.9,33.04
4578.387,-0.065,0.655,7.706,78,10.9,33.2
4578.452,-0.057,0.627,7.706,78,10.9,33.42
4578.516,-0.034,0.585,7.705,78,10.9,33.6
4578.581,-0.11,0.624,7.704,78,10.9,33.79
4578.645,0.165,0.598,7.704,78,10.9,33.97
4578.71,-0.028,0.645,7.704,78,10.9,34.13
4578.774,0.064,0.637,7.704,78,10.9,34.29
4578.839,0.302,0.645,7.702,78,10.9,34.43
4578.903,0.013,0.684,7.701,78,10.9,34.58
4578.968,-0.06,0.694,7.701,91,10.9,34.73
4579.032,-0.062,0.64,7.701,91,10.9,34.89
4579.097,-0.01,0.616,7.701,91,10.9,34.98
4579.161,-0.093,0.658,7.701,91,10.9,35.03
4579.226,0.192,0.658,7.699,91,10.9,35.25
4579.29,-0.129,0.629,7.699,91,10.9,35.4
4579.355,0.136,0.57,7.699,91,10.9,35.52
4579.419,0.291,0.549,7.699,91,10.9,35.63
4579.484,-0.038,0.58,7.699,91,10.9,35.71
4579.548,-0.073,0.622,7.696,97,10.9,35.82
4579.613,-0.066,0.619,7.696,97,10.9,35.9
4579.677,-0.027,0.601,7.696,97,10.9,35.93
4579.742,-0.079,0.686,7.696,97,10.9,35.91
4579.806,0.036,0.678,7.695,97,10.9,35.86
4579.871,0.107,0.64,7.694,97,10.9,35.74
4579.935,0.101,0.65,7.694,97,10.9,35.59
4580,0.309,0.64,7.694,97,10.9,35.43
4580.065,-0.028,0.663,7.694,97,10.9,35.25
4580.129,-0.107,0.629,7.691,100,10.9,35.06
4580.194,-0.094,0.629,7.691,100,10.9,34.75
4580.258,-0.095,0.606,7.691,100,10.9,34.54
4580.323,-0.042,0.583,7.691,100,10.9,34.3
4580.387,-0.144,0.601,7.689,100,10.9,34.13
4580.452,0.13,0.609,7.689,100,10.9,33.99
4580.516,-0.057,0.619,7.689,100,10.9,33.85
4580.581,0.18,0.611,7.689,100,10.9,33.73
4580.645,0.202,0.645,7.689,100,10.9,33.62
4580.71,-0.11,0.73,7.687,96,10.9,33.52
4580.774,-0.119,0.692,7.686,96,10.9,33.42
4580.839,-0.11,0.642,7.686,96,10.9,33.21
4580.903,-0.109,0.64,7.686,96,10.9,33.05
4580.968,-0.054,0.647,7.686,96,10.9,32.91
4581.032,-0.149,0.65,7.686,96,10.9,32.86
4581.097,0.113,0.619,7.685,96,10.9,32.81
4581.161,-0.095,0.624,7.684,96,10.9,32.75
4581.226,-0.022,0.603,7.684,96,10.9,32.69
4581.29,0.198,0.647,7.684,93,10.9,32.64
4581.355,0.194,0.64,7.684,93,10.9,32.61
4581.419,-0.103,0.663,7.684,93,10.9,32.58
4581.484,-0.112,0.645,7.684,93,10.9,32.56
4581.548,-0.108,0.663,7.682,93,10.9,32.55
4581.613,-0.126,0.663,7.684,93,10.9,32.5
4581.677,-0.076,0.712,7.682,93,10.9,32.43
4581.742,-0.156,0.655,7.682,93,10.9,32.44
4581.806,0.09,0.66,7.682,93,10.9,32.44
4581.871,-0.192,0.634,7.682,93,10.9,32.45
4581.935,-0.117,0.65,7.682,93,10.9,32.45
4582,0.032,0.614,7.683,82,10.9,32.45
4582.065,0.19,0.609,7.684,82,10.9,32.45
4582.129,-0.159,0.603,7.684,82,10.9,32.47
4582.194,-0.207,0.596,7.684,82,10.9,32.48
4582.258,-0.2,0.601,7.684,82,10.9,32.49
4582.323,-0.211,0.64,7.685,82,10.9,32.47
4582.387,-0.197,0.619,7.686,82,10.9,32.42
4582.452,-0.17,0.609,7.686,82,10.9,32.43
4582.516,-0.256,0.634,7.686,82,10.9,32.43
4582.581,0.024,0.671,7.686,82,10.9,32.44
4582.645,-0.173,0.689,7.686,82,10.9,32.45
4582.71,-0.082,0.668,7.686,82,10.9,32.45
4582.774,0.163,0.707,7.689,80,10.9,32.46
4582.839,0.022,0.632,7.689,80,10.9,32.45
4582.903,-0.181,0.627,7.689,80,10.9,32.46
4582.968,-0.169,0.673,7.69,80,10.9,32.47
4583.032,-0.162,0.622,7.691,80,10.9,32.49
4583.097,-0.163,0.572,7.691,80,10.9,32.45
4583.161,-0.118,0.562,7.694,80,10.9,32.44
4583.226,-0.12,0.606,7.694,80,10.9,32.44
4583.29,-0.139,0.629,7.694,80,10.9,32.44
4583.355,0.123,0.627,7.694,80,10.9,32.44
4583.419,0.039,0.627,7.696,80,10.9,32.45
4583.484,0.287,0.624,7.696,80,10.9,32.45
4583.548,0.031,0.655,7.696,80,10.9,32.46
4583.613,-0.092,0.668,7.696,79,10.9,32.46
4583.677,-0.076,0.66,7.699,79,10.9,32.48
4583.742,-0.078,0.671,7.699,79,10.9,32.48
4583.806,-0.086,0.624,7.701,79,10.9,32.42
4583.871,-0.032,0.647,7.701,79,10.9,32.42
4583.935,-0.062,0.606,7.701,79,10.9,32.45
4584,0.033,0.606,7.702,79,10.9,32.43
4584.065,0.039,0.614,7.704,79,10.9,32.44
4584.129,-0.014,0.624,7.704,79,10.9,32.44
4584.194,0.282,0.637,7.704,79,10.9,32.45
4584.258,0.036,0.619,7.704,79,10.9,32.45
4584.323,-0.052,0.645,7.706,85,10.9,32.45
4584.387,-0.039,0.614,7.706,85,10.9,32.47
4584.452,-0.047,0.647,7.706,85,10.9,32.49
4584.516,-0.052,0.629,7.706,85,10.9,32.42
4584.581,0.012,0.658,7.706,85,10.9,32.43
4584.645,-0.076,0.624,7.706,85,10.9,32.44
4584.71,0.184,0.609,7.706,85,10.9,32.44
4584.774,-0.063,0.653,7.706,85,10.9,32.46
4584.839,0.027,0.64,7.706,85,10.9,32.49
4584.903,0.213,0.578,7.706,85,10.9,32.52
4584.968,0.304,0.57,7.706,85,10.9,32.62
4585.032,-0.015,0.614,7.706,85,10.9,32.74
4585.097,-0.036,0.622,7.706,87,10.9,32.87
4585.161,-0.03,0.609,7.706,87,10.9,33.01
4585.226,0.008,0.64,7.704,87,10.9,33.1
4585.29,-0.08,0.622,7.704,87,10.9,33.2
4585.355,-0.042,0.66,7.704,87,10.9,33.37
4585.419,0.048,0.645,7.705,87,10.9,33.56
4585.484,0.252,0.655,7.705,87,10.9,33.91
4585.548,0.235,0.616,7.704,87,10.9,34.09
4585.613,-0.033,0.627,7.702,87,10.9,34.26
4585.677,-0.037,0.601,7.701,74,10.9,34.63
4585.742,-0.037,0.616,7.701,74,10.9,34.77
4585.806,0.009,0.58,7.699,74,10.9,34.85
4585.871,-0.064,0.593,7.699,74,10.9,34.96
4585.935,-0.075,0.619,7.699,74,10.9,35.1
4586,0.013,0.593,7.697,74,10.9,35.25
4586.065,0.167,0.616,7.696,74,10.9,35.35
4586.129,0.329,0.663,7.696,74,10.9,35.47
4586.194,0,0.689,7.696,74,10.9,35.57
4586.258,-0.041,0.692,7.695,100,10.9,35.79
4586.323,0.006,0.663,7.694,100,10.9,35.89
4586.387,-0.054,0.689,7.694,100,10.9,35.92
4586.452,0.147,0.619,7.692,100,10.9,35.95
4586.516,-0.034,0.653,7.691,100,10.9,36.05
4586.581,0.01,0.622,7.691,100,10.9,36.13
4586.645,0.278,0.601,7.69,100,10.9,36.26
4586.71,0,0.606,7.689,100,10.9,36.31
4586.774,-0.051,0.629,7.689,100,10.9,36.33
4586.839,-0.015,0.619,7.689,100,10.9,36.36
4586.903,-0.047,0.647,7.689,100,10.9,36.35
4586.968,-0.033,0.66,7.686,100,10.9,36.13
4587.032,0.208,0.622,7.686,100,10.9,35.97
4587.097,0.115,0.647,7.684,100,10.9,35.57
4587.161,0.356,0.671,7.684,100,10.9,35.36
4587.226,0.038,0.634,7.684,100,10.9,35.15
4587.29,-0.059,0.629,7.683,114,10.9,34.94
4587.355,-0.048,0.598,7.683,114,10.91,34.58
4587.419,-0.042,0.593,7.682,114,10.9,34.35
4587.484,0.01,0.593,7.682,114,10.9,34.11
4587.548,-0.085,0.593,7.68,114,10.91,33.91
4587.613,-0.045,0.64,7.679,114,10.9,33.77
4587.677,0.036,0.616,7.679,114,10.9,33.62
4587.742,0.251,0.619,7.679,114,10.9,33.51
4587.806,0.272,0.668,7.679,114,10.9,33.38
4587.871,-0.036,0.66,7.679,114,10.9,33.29
4587.935,-0.042,0.634,7.678,77,10.9,33.14
4588,-0.053,0.658,7.677,77,10.9,33.05
4588.065,0.008,0.619,7.677,77,10.91,32.88
4588.129,-0.074,0.609,7.677,77,10.9,32.75
4588.194,0.207,0.655,7.674,77,10.9,32.64
4588.258,-0.094,0.583,7.674,77,10.9,32.6
4588.323,0.006,0.585,7.675,77,10.9,32.58
4588.387,0.181,0.634,7.674,77,10.9,32.56
4588.452,0.315,0.601,7.674,77,10.9,32.56
4588.516,-0.03,0.629,7.674,77,10.91,32.56
4588.581,-0.062,0.642,7.674,77,10.91,32.56
4588.645,-0.056,0.64,7.674,77,10.9,32.56
4588.71,-0.063,0.668,7.672,77,10.91,32.53
4588.774,-0.056,0.686,7.674,77,10.91,32.49
4588.839,-0.018,0.681,7.674,77,10.9,32.49
4588.903,0.157,0.663,7.672,77,10.9,32.5
4588.968,-0.039,0.655,7.672,77,10.9,32.49
4589.032,0.033,0.624,7.672,77,10.9,32.5
4589.097,0.261,0.64,7.672,77,10.9,32.49
4589.161,0.191,0.606,7.672,77,10.9,32.49
4589.226,-0.065,0.601,7.67,86,10.91,32.51
4589.29,-0.066,0.606,7.672,86,10.91,32.52
4589.355,-0.063,0.609,7.669,86,10.9,32.54
4589.419,-0.076,0.596,7.669,86,10.91,32.48
4589.484,-0.075,0.588,7.669,86,10.9,32.45
4589.548,-0.013,0.627,7.669,86,10.91,32.48
4589.613,-0.104,0.637,7.669,86,10.9,32.48
4589.677,0.157,0.65,7.669,86,10.91,32.49
4589.742,-0.068,0.645,7.669,86,10.9,32.48
4589.806,0.009,0.637,7.668,86,10.9,32.49
4589.871,0.208,0.66,7.667,86,10.91,32.49
4589.935,0.259,0.642,7.667,86,10.91,32.49
4590,-0.052,0.627,7.667,86,10.91,32.5
4590.065,-0.066,0.609,7.667,76,10.91,32.51
4590.129,-0.06,0.609,7.667,76,10.91,32.54
4590.194,-0.07,0.57,7.667,76,10.91,32.49
4590.258,-0.078,0.601,7.667,76,10.91,32.46
4590.323,-0.027,0.598,7.667,76,10.9,32.47
4590.387,-0.067,0.614,7.667,76,10.91,32.48
4590.452,0.073,0.634,7.667,76,10.91,32.48
4590.516,0,0.606,7.665,76,10.91,32.49
4590.581,-0.018,0.666,7.664,76,10.91,32.5
4590.645,0.117,0.689,7.664,76,10.91,32.5
4590.71,0.332,0.671,7.664,76,10.91,32.49
4590.774,-0.016,0.622,7.664,76,10.91,32.5
4590.839,-0.057,0.655,7.664,75,10.91,32.51
4590.903,-0.065,0.642,7.664,75,10.91,32.53
4590.968,-0.073,0.606,7.664,75,10.91,32.53
4591.032,-0.082,0.575,7.664,75,10.91,32.47
4591.097,0.131,0.606,7.663,75,10.91,32.48
4591.161,-0.064,0.647,7.663,75,10.91,32.49
4591.226,-0.018,0.65,7.662,75,10.91,32.49
4591.29,0.125,0.642,7.662,75,10.91,32.5
4591.355,0.321,0.668,7.662,75,10.91,32.53
4591.419,-0.01,0.647,7.662,75,10.91,32.61
4591.484,-0.077,0.65,7.662,94,10.91,32.72
4591.548,-0.069,0.684,7.662,94,10.91,32.85
4591.613,-0.082,0.622,7.662,94,10.91,32.95
4591.677,-0.064,0.666,7.662,94,10.91,33.02
4591.742,-0.059,0.629,7.662,94,10.91,33.16
4591.806,-0.109,0.655,7.659,94,10.91,33.35
4591.871,0.12,0.645,7.659,94,10.91,33.52
4591.935,-0.051,0.567,7.659,94,10.91,33.7
4592,0.051,0.572,7.659,94,10.91,33.87
4592.065,0.286,0.593,7.659,82,10.91,34.04
4592.129,0.041,0.567,7.659,82,10.91,34.23
4592.194,-0.098,0.637,7.658,82,10.91,34.45
4592.258,-0.094,0.645,7.657,82,10.91,34.63
4592.323,-0.098,0.64,7.657,82,10.91,34.78
4592.387,-0.047,0.64,7.657,82,10.91,34.86
4592.452,-0.141,0.697,7.657,82,10.91,35
4592.516,0.122,0.71,7.657,82,10.91,35.15
4592.581,-0.122,0.676,7.655,82,10.91,35.29
4592.645,-0.019,0.647,7.654,82,10.91,35.42
4592.71,0.17,0.629,7.654,88,10.91,35.54
4592.774,0.008,0.65,7.654,88,10.91,35.64
4592.839,-0.096,0.601,7.654,88,10.91,35.71
4592.903,-0.088,0.596,7.654,88,10.91,35.74
4592.968,-0.05,0.585,7.654,88,10.91,35.69
4593.032,-0.093,0.603,7.654,88,10.91,35.55
4593.097,0.015,0.611,7.654,88,10.91,35.22
4593.161,0.011,0.655,7.652,88,10.91,35.03
4593.226,-0.04,0.622,7.652,88,10.91,34.82
4593.29,0.098,0.645,7.652,99,10.91,34.64
4593.355,0.316,0.645,7.652,99,10.91,34.49
4593.419,-0.015,0.666,7.652,99,10.91,34.34
4593.484,-0.092,0.66,7.652,99,10.91,34.16
4593.548,-0.078,0.668,7.652,99,10.91,33.96
4593.613,-0.076,0.634,7.652,99,10.91,33.76
4593.677,-0.019,0.653,7.652,99,10.91,33.54
4593.742,-0.116,0.624,7.652,99,10.91,33.41
4593.806,0.152,0.601,7.652,99,10.91,33.31
4593.871,-0.073,0.624,7.652,99,10.91,33.22
4593.935,0.007,0.619,7.652,99,10.91,33.16
4594,0.22,0.645,7.652,87,10.91,33.1
4594.065,0.237,0.66,7.652,87,10.91,33.02
4594.129,-0.067,0.658,7.652,87,10.91,32.96
4594.194,-0.079,0.653,7.652,87,10.91,32.89
4594.258,-0.073,0.632,7.652,87,10.91,32.84
4594.323,-0.058,0.645,7.652,87,10.91,32.73
4594.387,-0.042,0.65,7.652,87,10.91,32.64
4594.452,-0.129,0.637,7.652,87,10.91,32.61
4594.516,0.154,0.66,7.652,87,10.91,32.59
4594.581,-0.049,0.606,7.65,87,10.91,32.57
4594.645,0.047,0.645,7.652,87,10.93,32.56
4594.71,0.298,0.619,7.649,87,10.93,32.56
4594.774,0.085,0.583,7.649,87,10.91,32.56
4594.839,-0.088,0.601,7.65,87,10.91,32.57
4594.903,-0.082,0.598,7.652,87,10.91,32.58
4594.968,-0.08,0.634,7.652,87,10.91,32.59
4595.032,-0.055,0.619,7.652,87,10.91,32.52
4595.097,-0.064,0.622,7.65,87,10.91,32.5
4595.161,-0.113,0.629,7.649,87,10.91,32.51
4595.226,0.118,0.666,7.649,87,10.91,32.51
4595.29,-0.066,0.66,7.649,87,10.91,32.53
4595.355,0.034,0.671,7.649,87,10.93,32.52
4595.419,0.267,0.671,7.649,85,10.91,32.53
4595.484,-0.016,0.666,7.649,85,10.93,32.53
4595.548,-0.161,0.603,7.649,85,10.93,32.55
4595.613,-0.167,0.598,7.649,85,10.91,32.55
4595.677,-0.185,0.627,7.649,85,10.93,32.56
4595.742,-0.182,0.624,7.649,85,10.91,32.5
4595.806,-0.176,0.627,7.649,85,10.91,32.5
4595.871,-0.267,0.546,7.649,85,10.93,32.5
4595.935,0.003,0.65,7.649,85,10.93,32.5
4596,-0.196,0.637,7.649,85,10.91,32.51
4596.065,-0.101,0.591,7.649,85,10.93,32.51
4596.129,0.142,0.634,7.649,83,10.93,32.51
4596.194,-0.059,0.686,7.649,83,10.93,32.51
4596.258,-0.227,0.632,7.649,83,10.93,32.54
4596.323,-0.217,0.702,7.649,83,10.93,32.54
4596.387,-0.216,0.676,7.649,83,10.93,32.55
4596.452,-0.22,0.655,7.648,83,10.93,32.51
4596.516,-0.148,0.65,7.647,83,10.93,32.5
4596.581,-0.228,0.627,7.647,83,10.93,32.5
4596.645,0.046,0.65,7.647,83,10.93,32.49
4596.71,-0.215,0.668,7.647,83,10.93,32.5
4596.774,-0.106,0.65,7.647,83,10.93,32.51
4596.839,0.115,0.622,7.647,80,10.93,32.52
4596.903,-0.128,0.611,7.647,80,10.93,32.52
4596.968,-0.143,0.58,7.645,80,10.93,32.53
4597.032,-0.13,0.596,7.644,80,10.93,32.53
4597.097,-0.139,0.624,7.645,80,10.93,32.55
4597.161,-0.11,0.619,7.645,80,10.93,32.49
4597.226,-0.117,0.678,7.644,80,10.93,32.5
4597.29,-0.17,0.697,7.644,80,10.93,32.5
4597.355,0.054,0.678,7.644,80,10.93,32.5
4597.419,-0.126,0.624,7.644,80,10.93,32.5
4597.484,-0.025,0.632,7.644,80,10.93,32.5
4597.548,0.202,0.619,7.644,89,10.93,32.51
4597.613,-0.054,0.622,7.644,89,10.93,32.53
4597.677,-0.194,0.624,7.644,89,10.93,32.54
4597.742,-0.186,0.572,7.644,89,10.93,32.55
4597.806,-0.193,0.619,7.644,89,10.93,32.54
4597.871,-0.197,0.601,7.644,89,10.93,32.49
4597.935,-0.132,0.611,7.647,89,10.93,32.48
4598,-0.221,0.624,7.644,89,10.93,32.5
4598.065,0.032,0.645,7.647,89,10.93,32.5
4598.129,-0.179,0.66,7.647,89,10.93,32.51
4598.194,-0.094,0.655,7.647,89,10.93,32.51
4598.258,0.1,0.64,7.647,80,10.93,32.52
4598.323,0.148,0.653,7.644,80,10.93,32.51
4598.387,-0.15,0.614,7.647,80,10.93,32.53
4598.452,-0.157,0.637,7.647,80,10.93,32.55
4598.516,-0.148,0.614,7.644,80,10.93,32.6
4598.581,-0.152,0.609,7.647,80,10.93,32.62
4598.645,-0.082,0.616,7.647,80,10.93,32.65
4598.71,-0.161,0.562,7.647,80,10.93,32.77
4598.774,0.112,0.606,7.647,80,10.93,32.89
4598.839,-0.147,0.606,7.647,80,10.93,33.05
4598.903,-0.033,0.598,7.647,80,10.93,33.22
4598.968,0.147,0.624,7.648,80,10.93,33.41
4599.032,0.247,0.624,7.647,80,10.93,33.56
4599.097,-0.058,0.632,7.648,80,10.93,33.75
4599.161,-0.07,0.684,7.649,83,10.93,33.93
4599.226,-0.022,0.637,7.649,83,10.93,34.1
4599.29,-0.065,0.671,7.649,83,10.93,34.22
4599.355,0.015,0.64,7.652,83,10.93,34.34
4599.419,0.044,0.66,7.652,83,10.93,34.51
4599.484,-0.005,0.632,7.653,83,10.93,34.67
4599.548,0.12,0.614,7.655,83,10.93,34.93
4599.613,0.331,0.58,7.655,83,10.93,35.07
4599.677,0.024,0.598,7.657,83,10.93,35.21
4599.742,-0.051,0.585,7.658,100,10.93,35.37
4599.806,-0.044,0.642,7.659,100,10.93,35.5
4599.871,-0.007,0.588,7.659,100,10.93,35.54
4599.935,-0.051,0.616,7.66,100,10.93,35.54
4600,0.015,0.609,7.662,100,10.93,35.6
4600.065,0.068,0.671,7.662,100,10.93,35.69
4600.129,0,0.697,7.662,100,10.93,35.77
4600.194,0.29,0.632,7.664,100,10.93,35.86
4600.258,0.037,0.632,7.664,100,10.93,35.93
4600.323,-0.04,0.598,7.664,93,10.93,35.96
4600.387,-0.029,0.609,7.664,93,10.93,35.89
4600.452,-0.032,0.596,7.665,93,10.93,35.8
4600.516,-0.054,0.57,7.665,93,10.93,35.38
4600.581,0.189,0.611,7.665,93,10.93,35.15
4600.645,0.009,0.606,7.664,93,10.93,34.93
4600.71,0.125,0.645,7.667,93,10.93,34.76
4600.774,0.368,0.603,7.667,93,10.93,34.43
4600.839,0.07,0.637,7.667,93,10.93,34.25
4600.903,-0.068,0.637,7.667,114,10.93,34.09
4600.968,-0.082,0.663,7.667,114,10.93,33.9
4601.032,-0.096,0.666,7.667,114,10.93,33.72
4601.097,-0.096,0.663,7.667,114,10.93,33.5
4601.161,-0.22,0.632,7.667,114,10.93,33.35
4601.226,0.031,0.614,7.667,114,10.93,33.25
4601.29,-0.194,0.645,7.665,114,10.93,33.14
4601.355,-0.133,0.611,7.665,114,10.93,33.04
4601.419,0.095,0.609,7.664,89,10.93,32.94
4601.484,-0.04,0.603,7.667,89,10.93,32.86
4601.548,-0.278,0.606,7.667,89,10.93,32.79
4601.613,-0.283,0.603,7.665,89,10.93,32.76
4601.677,-0.286,0.663,7.667,89,10.93,32.71
4601.742,-0.239,0.637,7.667,89,10.93,32.62
4601.806,-0.306,0.609,7.667,89,10.93,32.55
4601.871,-0.08,0.673,7.667,89,10.93,32.55
4601.935,-0.293,0.66,7.667,89,10.93,32.54
4602,-0.226,0.71,7.667,89,10.93,32.55
4602.065,-0.061,0.632,7.667,89,10.93,32.55
4602.129,0.123,0.647,7.667,89,10.93,32.55
4602.194,-0.204,0.601,7.667,89,10.93,32.54
4602.258,-0.239,0.627,7.667,89,10.93,32.52
4602.323,-0.217,0.601,7.667,89,10.93,32.54
4602.387,-0.203,0.622,7.669,89,10.93,32.53
4602.452,-0.135,0.591,7.668,89,10.93,32.5
4602.516,-0.217,0.588,7.669,89,10.93,32.49
4602.581,0.05,0.583,7.669,89,10.93,32.5
4602.645,-0.13,0.622,7.669,89,10.93,32.49
4602.71,-0.041,0.598,7.669,89,10.93,32.5
