Elapsed time(s),ECG(mV),EMG(mV),foot GSR(mV),hand GSR(mV),HR(bpm),RESP(mV)
2882.774,0.055,-0.003,2.895,22.016,107,11.372
2882.839,0.046,-0.007,2.894,22.034,107,11.418
2882.903,0.047,-0.006,2.894,22.049,107,11.444
2882.968,0.046,-0.005,2.894,22.061,107,11.46
2883.032,0.038,-0.004,2.894,22.07,107,11.484
2883.097,-0.302,0.004,2.894,22.078,107,11.474
2883.161,0.01,-0.01,2.894,22.083,78,11.446
2883.226,0.112,-0.009,2.894,22.085,78,11.424
2883.29,0.116,0.002,2.894,22.085,78,11.396
2883.355,0.057,-0.001,2.894,22.086,78,11.358
2883.419,0.054,-0.011,2.894,22.093,78,11.328
2883.484,0.039,-0.002,2.894,22.086,78,11.3
2883.548,0.038,-0.006,2.894,22.079,78,11.268
2883.613,0.028,-0.004,2.894,22.071,78,11.236
2883.677,0.046,-0.009,2.894,22.059,78,11.212
2883.742,-0.371,-0.001,2.894,22.044,78,11.164
2883.806,0.101,-0.006,2.894,22.014,80,11.152
2883.871,0.101,-0.006,2.894,22.014,80,11.144
2883.935,0.086,0.003,2.895,21.982,80,11.144
2884,0.062,-0.009,2.894,21.974,80,11.152
2884.065,0.065,-0.005,2.894,21.958,80,11.166
2884.129,0.052,-0.007,2.894,21.941,80,11.19
2884.194,0.049,-0.007,2.894,21.921,80,11.224
2884.258,0.046,-0.005,2.895,21.903,80,11.274
2884.323,0.035,-0.005,2.894,21.886,80,11.34
2884.387,0.05,-0.001,2.894,21.87,80,11.402
2884.452,-0.353,-0.002,2.894,21.851,80,11.468
2884.516,0.091,-0.001,2.894,21.832,77,11.534
2884.581,0.089,-0.008,2.894,21.815,77,11.594
2884.645,0.067,0,2.894,21.801,77,11.65
2884.71,0.022,-0.014,2.894,21.791,77,11.728
2884.774,0.042,-0.007,2.894,21.781,77,11.816
2884.839,0.035,-0.009,2.894,21.768,77,11.884
2884.903,0.03,-0.004,2.894,21.751,77,11.944
2884.968,0.023,0.002,2.892,21.735,77,11.98
2885.032,0.012,-0.004,2.891,21.72,77,11.998
2885.097,0.01,-0.008,2.891,21.706,77,12.04
2885.161,-0.347,0.002,2.891,21.691,77,12.128
2885.226,0.047,-0.006,2.891,21.676,77,12.258
2885.29,0.054,-0.011,2.891,21.661,77,12.396
2885.355,0.033,0.004,2.891,21.646,77,12.508
2885.419,-0.013,-0.008,2.889,21.632,77,12.562
2885.484,0.027,-0.013,2.889,21.623,96,12.574
2885.548,0.025,-0.007,2.889,21.612,96,12.572
2885.613,0.014,-0.004,2.889,21.601,96,12.582
2885.677,0.016,-0.003,2.889,21.593,96,12.602
2885.742,0.005,-0.003,2.887,21.596,96,12.616
2885.806,0.022,-0.008,2.886,21.641,96,12.624
2885.871,-0.37,-0.002,2.885,21.681,96,12.632
2885.935,0.07,-0.003,2.886,21.718,96,12.654
2886,0.073,0.003,2.885,21.776,96,12.674
2886.065,0.046,0,2.885,21.806,96,12.694
2886.129,0.002,-0.012,2.885,21.8,96,12.712
2886.194,0.022,-0.007,2.884,21.797,121,12.716
2886.258,0.02,-0.009,2.884,21.786,121,12.714
2886.323,0.019,-0.007,2.884,21.78,121,12.71
2886.387,0,-0.009,2.884,21.779,121,12.724
2886.452,-0.067,0.006,2.882,21.778,121,12.748
2886.516,-0.28,-0.011,2.881,21.773,121,12.758
2886.581,0.081,-0.004,2.88,21.761,121,12.746
2886.645,0.089,-0.006,2.879,21.754,121,12.706
2886.71,0.058,-0.007,2.881,21.754,121,12.656
2886.774,0.051,-0.001,2.881,21.754,116,12.602
2886.839,0.069,-0.003,2.88,21.75,116,12.546
2886.903,0.08,-0.009,2.879,21.752,116,12.518
2886.968,0.075,-0.009,2.879,21.755,116,12.526
2887.032,0.067,0,2.879,21.778,116,12.546
2887.097,0.077,-0.008,2.879,21.78,116,12.568
2887.161,-0.278,-0.003,2.879,21.765,116,12.572
2887.226,0.127,-0.009,2.877,21.733,89,12.566
2887.29,0.121,-0.003,2.876,21.682,89,12.54
2887.355,0.101,0.001,2.874,21.506,89,12.514
2887.419,0.077,-0.011,2.874,21.436,89,12.504
2887.484,0.066,-0.003,2.874,21.341,89,12.522
2887.548,0.062,-0.005,2.872,21.283,89,12.58
2887.613,0.063,-0.005,2.871,21.269,89,12.688
2887.677,0.057,-0.009,2.871,21.266,89,12.828
2887.742,-0.343,-0.001,2.871,21.267,89,12.96
2887.806,0.086,-0.004,2.869,21.275,90,13.058
2887.871,0.121,0.002,2.869,21.297,90,13.11
2887.935,0.068,-0.005,2.869,21.309,90,13.16
2888,0.071,-0.007,2.869,21.335,90,13.21
2888.065,0.064,-0.011,2.869,21.345,90,13.2
2888.129,0.051,-0.011,2.866,21.35,90,13.12
2888.194,0.041,0.001,2.866,21.359,90,12.976
2888.258,0.08,0.003,2.866,21.442,90,12.854
2888.323,0.08,0.003,2.866,21.442,90,12.692
2888.387,-0.364,-0.001,2.866,21.494,90,12.548
2888.452,0.112,-0.006,2.866,21.474,88,12.426
2888.516,0.086,-0.003,2.864,21.478,88,12.304
2888.581,0.044,-0.016,2.864,21.529,88,12.252
2888.645,0.057,-0.006,2.864,21.535,88,12.204
2888.71,0.061,-0.004,2.861,21.517,88,12.12
2888.774,0.062,-0.015,2.864,21.537,88,12.086
2888.839,0.054,-0.003,2.861,21.561,88,12.05
2888.903,0.043,-0.013,2.86,21.607,88,12.01
2888.968,0.038,0.007,2.859,21.666,88,11.984
2889.032,-0.314,-0.005,2.859,21.732,88,11.964
2889.097,0.099,0.002,2.859,21.857,85,11.942
2889.161,0.108,-0.004,2.859,21.999,85,11.942
2889.226,0.067,-0.004,2.857,22.112,85,11.936
2889.29,0.035,-0.005,2.856,22.206,85,11.928
2889.355,0.05,-0.008,2.856,22.294,85,11.952
2889.419,0.041,-0.009,2.856,22.383,85,11.954
2889.484,0.027,-0.001,2.856,22.484,85,11.93
2889.548,0.027,-0.015,2.855,22.591,85,11.886
2889.613,0.016,0.003,2.854,22.672,85,11.854
2889.677,0.033,-0.009,2.854,22.72,85,11.84
2889.742,-0.359,0.001,2.857,22.77,85,11.836
2889.806,0.069,0.003,2.859,22.826,85,11.87
2889.871,0.075,-0.003,2.859,22.873,85,11.922
2889.935,0.065,-0.002,2.859,22.928,85,11.964
2890,0.025,-0.01,2.86,22.976,85,11.998
2890.065,0.041,-0.011,2.86,23.032,103,12.028
2890.129,0.041,-0.011,2.865,23.086,103,12.068
2890.194,0.034,-0.001,2.865,23.125,103,12.102
2890.258,0.025,0,2.867,23.146,103,12.108
2890.323,0.005,-0.008,2.869,23.162,103,12.102
2890.387,0.024,-0.002,2.869,23.181,103,12.06
2890.452,-0.405,-0.004,2.871,23.196,103,12.018
2890.516,0.077,-0.009,2.874,23.205,103,11.974
2890.581,0.078,0.003,2.874,23.209,103,11.942
2890.645,0.03,-0.007,2.875,23.211,103,11.928
2890.71,-0.009,0,0,23.209,85,11.916
2890.774,0,-0.016,2.877,23.226,85,11.93
2890.839,0,-0.004,2.876,23.279,85,11.958
2890.903,-0.001,-0.003,2.879,23.284,85,12.008
2890.968,-0.002,-0.006,2.879,23.269,85,12.082
2891.032,-0.023,-0.006,2.881,23.238,85,12.164
2891.097,-0.022,-0.003,2.881,23.19,85,12.226
2891.161,-0.423,-0.01,2.879,23.152,85,12.268
2891.226,0.034,0,2.881,23.12,85,12.304
2891.29,0.061,0.002,2.884,23.049,85,12.32
2891.355,-0.03,-0.017,2.884,22.992,85,12.334
2891.419,-0.015,-0.01,2.884,22.959,83,12.336
2891.484,-0.007,-0.011,2.881,22.935,83,12.346
2891.548,-0.029,-0.007,2.884,22.912,83,12.35
2891.613,-0.027,0.003,2.884,22.878,83,12.338
2891.677,-0.033,-0.012,2.884,22.842,83,12.324
2891.742,-0.033,-0.008,2.884,22.802,83,12.316
2891.806,-0.42,0.005,2.879,22.741,83,12.326
2891.871,0.038,0.003,2.879,22.706,83,12.386
2891.935,0.046,-0.008,2.879,22.68,83,12.482
2892,-0.008,0.008,2.88,22.684,83,12.526
2892.065,-0.004,-0.008,2.879,22.659,82,12.49
2892.129,-0.007,-0.014,2.877,22.633,82,12.426
2892.194,0,-0.012,2.876,22.605,82,12.346
2892.258,0,-0.003,2.876,22.599,82,12.284
2892.323,-0.009,0.008,2.876,22.593,82,12.28
2892.387,0.005,-0.009,2.875,22.543,82,12.314
2892.452,0.059,-0.002,2.874,22.537,82,12.326
2892.516,0.055,0.002,2.872,22.538,82,12.342
2892.581,0.002,-0.002,2.872,22.551,82,12.34
2892.645,0.038,-0.003,2.874,22.591,86,12.35
2892.71,0.022,-0.016,2.874,22.624,86,12.38
2892.774,0.025,-0.009,2.874,22.644,86,12.414
2892.839,0.031,-0.017,2.87,22.679,86,12.43
2892.903,0.034,-0.005,2.869,22.684,86,12.428
2892.968,-0.301,-0.001,2.869,22.696,86,12.422
2893.032,-0.017,-0.002,2.87,22.721,81,12.394
2893.097,0.104,-0.006,2.87,22.746,81,12.362
2893.161,0.115,-0.011,2.869,22.776,81,12.368
2893.226,0.054,0.005,2.869,22.824,81,12.372
2893.29,0.066,-0.015,2.869,22.886,81,12.382
2893.355,0.088,-0.014,2.867,23.006,81,12.406
2893.419,0.04,0.01,2.87,23.157,81,12.444
2893.484,0.061,-0.007,2.872,23.278,81,12.49
2893.548,0.03,-0.008,2.867,23.409,81,12.522
2893.613,0.047,-0.01,2.867,23.545,81,12.528
2893.677,0.218,-0.017,2.87,23.689,81,12.524
2893.742,-0.23,0.002,2.876,23.837,81,12.514
2893.806,0.18,0.001,2.88,23.968,81,12.504
2893.871,0.24,-0.018,2.887,24.056,81,12.502
2893.935,0.202,0.007,2.881,24.118,81,12.35
2894,0.352,-0.006,2.882,24.233,81,12.292
2894.065,0.433,-0.001,2.885,24.389,81,12.35
2894.129,0.517,-0.013,2.893,24.473,81,12.292
2894.194,0.514,-0.006,2.902,24.477,81,12.014
2894.258,0.504,-0.009,2.907,24.449,81,11.928
2894.323,0.49,-0.016,2.912,24.421,81,11.84
2894.387,0.557,0.013,2.921,24.42,81,11.798
2894.452,0.137,0.002,2.932,24.435,81,11.742
2894.516,0.611,0.003,2.947,24.449,81,11.71
2894.581,0.627,0.001,2.967,24.476,81,11.686
2894.645,0.533,-0.017,2.972,24.507,81,11.674
2894.71,0.525,0.002,2.977,24.53,81,11.672
2894.774,0.471,-0.003,2.982,24.536,81,11.718
2894.839,0.39,-0.002,2.986,24.532,81,11.752
2894.903,0.338,0.001,2.988,24.521,81,11.798
2894.968,0.266,-0.002,2.991,24.51,81,11.864
2895.032,0.262,0.003,2.993,24.505,81,11.894
2895.097,-0.264,-0.012,2.997,24.513,81,11.92
2895.161,0.144,-0.006,2.998,24.523,81,11.914
2895.226,0.072,0.001,3.001,24.541,81,11.894
2895.29,-0.008,-0.018,3.003,24.576,81,11.864
2895.355,-0.033,-0.009,3.004,24.626,81,11.85
2895.419,-0.063,-0.01,3.008,24.691,81,11.85
2895.484,-0.097,-0.009,3.01,24.774,81,11.84
2895.548,-0.138,-0.006,3.011,24.873,81,11.832
2895.613,-0.156,-0.008,3.015,24.982,81,11.866
2895.677,-0.125,-0.002,3.018,25.113,81,11.908
2895.742,-0.604,-0.01,3.02,25.222,81,11.952
2895.806,-0.111,0.001,3.023,25.344,81,11.98
2895.871,-0.121,-0.001,3.026,25.479,81,11.948
2895.935,-0.172,-0.005,3.029,25.61,81,11.894
2896,-0.184,-0.012,3.033,25.719,81,11.888
2896.065,-0.162,-0.014,3.039,25.803,81,11.918
2896.129,-0.179,-0.002,3.044,25.868,81,11.974
2896.194,-0.182,0.001,3.051,25.932,81,12.042
2896.258,-0.185,0.006,3.059,26.001,81,12.126
2896.323,-0.213,-0.008,3.067,26.071,81,12.194
2896.387,-0.168,0,3.075,26.128,81,12.208
2896.452,-0.547,-0.009,3.084,26.164,81,12.204
2896.516,-0.06,-0.008,3.092,26.21,81,12.19
2896.581,-0.019,-0.012,3.102,26.339,81,12.16
2896.645,-0.043,-0.016,3.113,26.381,81,12.108
2896.71,-0.043,-0.008,3.123,26.359,81,12.052
2896.774,-0.027,-0.008,3.132,26.318,81,12.006
2896.839,-0.037,-0.007,3.144,26.258,81,11.93
2896.903,-0.063,-0.013,3.154,26.216,81,11.872
2896.968,-0.087,0.003,3.163,26.186,81,11.872
2897.032,-0.063,0.002,3.174,26.146,81,11.878
2897.097,-0.456,-0.005,3.184,26.1,81,11.9
2897.161,-0.004,-0.013,3.194,26.051,81,11.914
2897.226,0.039,-0.01,3.204,25.983,81,11.914
2897.29,0.062,-0.006,3.214,25.903,22,11.9
2897.355,0.074,0.005,3.221,25.847,22,11.894
2897.419,0.149,0.019,3.235,25.739,22,11.878
2897.484,0.095,0.001,3.24,25.679,22,11.84
2897.548,0.053,-0.005,3.245,25.636,22,11.784
2897.613,0.03,0.011,3.249,25.6,22,11.732
2897.677,-0.342,-0.006,3.254,25.562,22,11.666
2897.742,-0.04,-0.015,3.258,25.513,22,11.62
2897.806,0.007,-0.014,3.263,25.467,22,11.604
2897.871,-0.008,-0.008,3.268,25.414,22,11.6
2897.935,-0.062,-0.01,3.274,25.313,22,11.628
2898,-0.073,-0.015,3.276,25.253,22,11.642
2898.065,-0.09,0,3.276,25.189,22,11.652
2898.129,-0.09,-0.01,3.281,25.119,22,11.666
2898.194,-0.117,-0.002,3.287,25.048,22,11.672
2898.258,-0.095,-0.009,3.291,24.993,22,11.666
2898.323,-0.491,-0.006,3.291,24.967,22,11.67
2898.387,-0.066,-0.009,3.291,24.935,22,11.654
2898.452,-0.055,0,3.291,24.9,22,11.682
2898.516,-0.088,0.006,3.291,24.859,22,11.704
2898.581,-0.12,-0.013,3.29,24.813,22,11.684
2898.645,-0.104,-0.007,3.289,24.762,22,11.708
2898.71,-0.119,-0.016,3.287,24.716,22,11.738
2898.774,-0.127,-0.001,3.286,24.666,22,11.754
2898.839,-0.135,0.005,3.282,24.613,22,11.798
2898.903,-0.104,-0.003,3.28,24.564,22,11.81
2898.968,-0.509,-0.006,3.277,24.517,22,11.84
2899.032,-0.074,-0.009,3.276,24.472,22,11.872
2899.097,-0.063,0.004,3.284,24.43,22,11.878
2899.161,-0.081,0.008,3.281,24.387,22,11.888
2899.226,-0.123,-0.013,3.277,24.347,22,11.93
2899.29,-0.091,-0.011,3.273,24.311,22,11.98
2899.355,-0.095,-0.006,3.27,24.272,22,12.03
2899.419,-0.093,-0.004,3.267,24.233,22,12.048
2899.484,-0.104,0.003,3.263,24.188,22,12.062
2899.548,-0.08,-0.008,3.26,24.143,22,12.102
2899.613,-0.484,0.004,3.257,24.102,22,12.124
2899.677,-0.028,0.004,3.255,24.061,22,12.126
2899.742,-0.015,-0.011,3.252,24.035,22,12.138
2899.806,-0.017,0.005,3.249,24.032,22,12.152
2899.871,-0.067,-0.016,3.247,24.036,22,12.108
2899.935,-0.048,-0.008,3.245,24.036,22,12.036
2900,-0.038,-0.017,3.242,24.038,27,11.962
2900.065,-0.034,-0.005,3.239,24.041,27,11.928
2900.129,-0.049,-0.005,3.237,24.033,27,11.872
2900.194,-0.041,-0.015,3.234,24.025,27,11.808
2900.258,-0.451,-0.003,3.23,24.006,27,11.778
2900.323,-0.013,0.001,3.228,23.991,27,11.752
2900.387,-0.013,0,3.225,23.987,27,11.718
2900.452,-0.026,0.007,3.222,23.98,27,11.66
2900.516,-0.084,-0.001,3.219,23.959,27,11.626
2900.581,-0.073,-0.004,3.217,23.928,27,11.598
2900.645,-0.069,-0.007,3.214,23.9,27,11.62
2900.71,-0.076,-0.009,3.212,23.883,27,11.61
2900.774,-0.067,0.003,3.209,23.869,27,11.586
2900.839,-0.066,-0.001,3.207,23.863,27,11.618
2900.903,-0.426,0.006,3.204,23.856,27,11.676
2900.968,-0.012,-0.012,3.202,23.853,27,11.638
2901.032,-0.011,0.002,3.2,23.855,27,11.66
2901.097,-0.008,0.006,3.197,23.855,27,11.654
2901.161,-0.055,-0.007,3.194,23.854,27,11.66
2901.226,-0.038,-0.011,3.192,23.851,27,11.632
2901.29,-0.049,-0.001,3.187,23.84,27,11.62
2901.355,-0.057,-0.013,3.186,23.841,27,11.61
2901.419,-0.022,-0.008,3.185,23.849,27,11.634
2901.484,-0.416,-0.011,3.182,23.858,27,11.63
2901.548,0.008,-0.007,3.181,23.862,27,11.626
2901.613,0.026,0.002,3.18,23.858,27,11.652
2901.677,0.004,0.002,3.177,23.859,27,11.706
2901.742,-0.026,-0.011,3.177,23.867,27,11.686
2901.806,-0.005,-0.011,3.177,0,27,11.63
2901.871,0,-0.003,3.175,23.854,27,11.604
2901.935,-0.015,-0.01,3.173,23.846,27,11.562
2902,0.017,0.003,3.172,23.838,27,11.61
2902.065,-0.366,0.004,3.172,23.84,27,11.618
2902.129,0.058,-0.003,3.17,23.838,27,11.608
2902.194,0.076,-0.009,3.17,23.84,27,11.622
2902.258,0.053,-0.003,3.167,23.841,27,11.664
2902.323,0.021,-0.01,3.167,23.828,27,11.732
2902.387,0.039,-0.004,3.167,23.796,27,11.754
2902.452,0.019,-0.01,3.167,23.781,27,11.738
2902.516,0.012,0.001,3.167,23.766,27,11.678
2902.581,0.046,-0.002,3.17,23.752,27,11.686
2902.645,-0.333,-0.011,3.168,23.738,27,11.704
2902.71,0.092,-0.01,3.167,23.719,46,11.694
2902.774,0.092,-0.009,3.163,23.696,46,11.686
2902.839,0.071,0.012,3.162,23.674,46,11.786
2902.903,0.049,-0.012,3.16,23.657,46,11.774
2902.968,0.061,-0.015,3.158,23.64,46,11.722
2903.032,0.055,-0.012,3.157,23.621,46,11.7
2903.097,0.048,0.002,3.157,23.601,46,11.774
2903.161,0.038,-0.006,3.157,23.58,46,11.8
2903.226,0.065,-0.008,3.157,23.56,46,11.826
2903.29,-0.335,-0.014,3.157,23.547,46,11.848
2903.355,0.097,0.004,3.156,23.527,46,11.884
2903.419,0.1,0.002,3.155,23.505,46,11.906
2903.484,0.081,0,3.153,23.482,46,11.936
2903.548,0.049,-0.013,3.152,23.463,46,11.95
2903.613,0.061,-0.004,3.15,23.446,46,11.958
2903.677,0.049,-0.004,3.147,23.433,46,11.954
2903.742,0.054,-0.01,3.147,23.417,46,11.994
2903.806,0.038,-0.006,3.146,23.404,46,12.062
2903.871,0.073,-0.009,3.143,23.393,46,12.076
2903.935,-0.321,-0.003,3.142,23.378,46,12.006
2904,0.092,-0.006,3.14,23.362,46,11.96
2904.065,0.096,-0.002,3.14,23.348,46,12.016
2904.129,0.069,0,3.14,23.316,46,12.046
2904.194,0.07,-0.013,3.14,23.299,46,12.096
2904.258,0.067,0,3.138,23.281,46,12.17
2904.323,0.067,-0.006,3.137,23.258,46,12.228
2904.387,0.065,-0.004,3.137,23.236,46,12.226
2904.452,0.099,-0.006,3.136,23.214,46,12.206
2904.516,0.158,-0.01,3.133,23.174,46,12.19
2904.581,0.158,-0.01,3.133,23.174,46,12.194
2904.645,0.174,-0.003,3.128,23.132,46,12.152
2904.71,0.119,-0.007,3.127,23.118,46,12.052
2904.774,0.128,-0.009,3.127,23.103,46,12.038
2904.839,0.115,-0.001,3.125,23.089,46,12.046
2904.903,0.086,-0.007,3.123,23.079,46,12.072
2904.968,0.064,-0.003,3.121,23.071,46,12.028
2905.032,0.057,-0.004,3.12,23.059,46,12.002
2905.097,-0.323,-0.005,3.121,23.052,46,11.944
2905.161,0.088,-0.009,3.12,23.047,46,11.878
2905.226,0.091,-0.003,3.118,23.043,46,11.872
2905.29,0.08,0,3.113,23.035,46,11.85
2905.355,0.024,-0.012,3.112,23.019,46,11.806
2905.419,0.026,-0.01,3.111,23.008,46,11.8
2905.484,0.017,-0.001,3.11,22.988,46,11.816
2905.548,0.008,-0.006,3.108,22.979,46,11.806
2905.613,0.015,-0.002,3.107,22.969,46,11.788
2905.677,0,-0.006,3.107,22.963,46,11.762
2905.742,0.003,0.002,3.106,22.959,46,11.74
2905.806,-0.354,0,3.102,22.947,46,11.72
2905.871,0.052,-0.002,3.102,22.941,52,11.706
2905.935,0.008,0.001,3.1,22.946,52,11.728
2906,-0.001,-0.022,3.098,22.972,52,11.76
2906.065,0.011,-0.007,3.097,22.985,52,11.766
2906.129,0.003,-0.002,3.097,22.983,52,11.72
2906.194,0,-0.009,3.095,22.967,52,11.654
2906.258,0,-0.008,3.094,22.944,52,11.676
2906.323,0.023,-0.002,3.092,22.89,52,11.712
2906.387,0.097,-0.007,3.091,22.871,52,11.706
2906.452,0.123,-0.005,3.089,22.853,52,11.694
2906.516,0.125,-0.002,3.088,22.837,52,11.706
2906.581,0.08,-0.009,3.088,22.819,52,11.756
2906.645,0.113,-0.013,3.088,22.804,52,11.716
2906.71,0.099,-0.004,3.086,22.792,52,11.71
2906.774,0.069,-0.001,3.084,22.783,52,11.776
2906.839,0.056,-0.009,3.081,22.763,52,11.87
2906.903,0.053,0.004,3.08,22.753,52,11.95
2906.968,-0.378,-0.009,3.078,22.742,52,12.042
2907.032,0.082,0.002,3.078,22.73,52,12.088
2907.097,0.089,0.006,3.078,22.718,52,12.076
2907.161,0.058,-0.012,3.076,22.708,52,12.036
2907.226,0.036,-0.007,3.074,22.691,52,11.988
2907.29,0.036,-0.007,3.074,22.691,52,11.952
2907.355,0.029,-0.004,3.073,22.671,52,11.936
2907.419,0.014,-0.013,3.07,22.661,52,11.892
2907.484,0.005,-0.006,3.07,22.65,52,11.862
2907.548,-0.311,-0.002,3.069,22.64,52,11.928
2907.613,-0.027,-0.004,3.069,22.629,52,11.95
2907.677,0.064,-0.007,3.068,22.62,52,11.97
2907.742,0.07,-0.007,3.066,22.61,52,11.928
2907.806,0.023,0.004,3.064,22.603,52,11.936
2907.871,0.024,-0.022,3.063,22.604,84,11.966
2907.935,0.005,-0.006,3.061,22.607,84,12.014
2908,0.002,-0.005,3.061,22.608,84,12.006
2908.065,-0.005,-0.003,3.06,22.613,84,12.046
2908.129,-0.008,-0.006,3.06,22.615,84,12.052
2908.194,-0.356,-0.001,3.058,22.621,84,12.07
2908.258,0.009,-0.004,3.058,22.621,84,12.064
2908.323,0.039,-0.006,3.058,22.61,84,12.074
2908.387,0.019,-0.002,3.056,22.593,84,12.088
2908.452,-0.026,-0.002,3.055,22.573,84,12.058
2908.516,0,-0.01,3.053,22.562,114,11.972
2908.581,0.007,-0.004,3.053,22.559,114,11.908
2908.645,0.003,-0.003,3.05,22.562,114,11.9
2908.71,0.002,-0.009,3.049,22.561,114,11.918
2908.774,-0.005,-0.003,3.048,22.559,114,11.9
2908.839,0.019,-0.005,3.048,22.542,114,11.832
2908.903,-0.383,-0.005,3.048,22.526,114,11.766
2908.968,0.058,0,3.048,22.511,114,11.728
2909.032,0.061,-0.006,3.044,22.5,114,11.738
2909.097,0.044,0.002,3.043,22.49,114,11.708
2909.161,0,-0.012,3.043,22.477,114,11.708
2909.226,0.02,-0.008,3.041,22.469,87,11.696
2909.29,0.012,-0.011,3.04,22.456,87,11.664
2909.355,0.005,0.001,3.039,22.444,87,11.612
2909.419,0.012,-0.003,3.039,22.43,87,11.582
2909.484,0,-0.008,3.038,22.418,87,11.474
2909.548,0.03,0.003,3.036,22.408,87,11.376
2909.613,-0.412,-0.012,3.035,22.39,87,11.308
2909.677,0.062,-0.004,3.035,22.38,87,11.284
2909.742,0.038,-0.004,3.035,22.372,87,11.372
2909.806,0,-0.011,3.033,22.381,87,11.416
2909.871,0.013,-0.015,3.033,22.399,85,11.4
2909.935,0.007,-0.002,3.031,22.4,85,11.45
2910,0,-0.007,3.03,22.392,85,11.462
2910.065,-0.003,0.009,3.029,22.377,85,11.472
2910.129,-0.009,-0.003,3.028,22.358,85,11.56
2910.194,-0.412,-0.005,3.026,22.358,85,11.71
2910.258,0.046,-0.009,3.026,22.354,85,11.982
2910.323,0.05,-0.001,3.025,22.347,85,12.102
2910.387,0.024,-0.004,3.025,22.334,85,12.252
2910.452,-0.001,-0.006,3.023,22.323,84,12.414
2910.516,0.026,-0.012,3.023,22.313,84,12.434
2910.581,0.024,0,3.023,22.301,84,12.384
2910.645,0.015,-0.006,3.021,22.282,84,12.114
2910.71,-0.024,-0.004,3.018,22.273,84,11.762
2910.774,0.006,-0.006,3.018,22.267,84,11.524
2910.839,-0.407,-0.006,3.018,22.258,84,11.562
2910.903,0.03,-0.002,3.019,22.251,84,11.678
2910.968,0.04,-0.005,3.019,22.244,84,11.776
2911.032,0.008,-0.001,3.018,22.235,84,11.734
2911.097,-0.006,-0.01,3.016,22.229,84,11.708
2911.161,0.026,-0.009,3.014,22.221,84,11.59
2911.226,0.022,-0.011,3.013,22.215,84,11.402
2911.29,0.023,-0.001,3.013,22.21,84,11.33
2911.355,0.038,0.002,3.013,22.203,84,11.354
2911.419,0.039,-0.007,3.011,22.2,84,11.52
2911.484,0.048,-0.004,3.008,22.195,84,11.744
2911.548,-0.344,-0.013,3.008,22.19,84,11.92
2911.613,0.114,-0.004,3.007,22.164,85,11.952
2911.677,0.069,-0.011,3.008,22.158,85,11.842
2911.742,0.081,-0.011,3.004,22.153,85,11.726
2911.806,0.076,-0.003,3.003,22.144,85,11.66
2911.871,0.07,-0.005,3.003,22.138,85,11.582
2911.935,0.073,-0.005,2.999,22.131,85,11.508
2912,0.066,-0.004,2.998,22.127,85,11.462
2912.065,0.033,-0.001,2.998,22.124,85,11.446
2912.129,-0.31,-0.007,2.997,22.117,85,11.34
2912.194,0.111,-0.005,2.998,22.113,84,11.224
2912.258,0.076,0,2.996,22.111,84,11.256
2912.323,0.041,-0.008,2.994,22.108,84,11.21
2912.387,0.05,-0.011,2.994,22.103,84,11.242
2912.452,0.045,-0.008,2.993,22.097,84,11.218
2912.516,0.049,-0.002,2.992,22.088,84,11.356
2912.581,0.055,-0.001,2.991,22.083,84,11.366
2912.645,0.051,-0.006,2.991,22.078,84,11.522
2912.71,0.074,-0.004,2.988,22.073,84,11.762
2912.774,-0.345,-0.005,2.988,22.068,84,12.206
2912.839,0.102,-0.01,2.988,22.06,82,12.264
2912.903,0.099,-0.009,2.987,22.055,82,12.264
2912.968,0.089,0.008,2.987,22.049,82,12.268
2913.032,0.052,-0.005,2.986,22.048,82,12.34
2913.097,0.055,-0.008,2.983,22.039,82,12.318
2913.161,0.046,-0.014,2.983,22.031,82,12.282
2913.226,0.032,0,2.979,22.025,82,12.13
2913.29,0.031,-0.007,2.979,22.01,82,12.116
2913.355,-0.011,0.001,2.978,22.008,82,12.03
2913.419,-0.263,-0.009,2.979,22.006,82,12.028
2913.484,0.08,-0.005,2.978,22.005,86,11.97
2913.548,0.079,-0.007,2.978,22,86,11.938
2913.613,0.04,-0.005,2.978,21.996,86,11.892
2913.677,0.026,-0.009,2.976,21.995,86,11.858
2913.742,0.049,-0.004,2.976,21.991,86,11.848
2913.806,0.045,-0.01,2.976,21.975,86,11.844
2913.871,0.039,-0.001,2.974,21.964,86,11.874
2913.935,0.028,-0.001,2.973,21.952,86,11.882
2914,-0.29,-0.001,2.973,21.939,86,11.892
2914.065,-0.022,-0.007,2.971,21.928,86,11.91
2914.129,0.072,-0.003,2.969,21.918,86,11.904
2914.194,0.081,0,2.968,21.911,86,11.86
2914.258,0.027,-0.004,2.968,21.911,86,11.784
2914.323,0.018,-0.014,2.968,21.916,86,11.704
2914.387,0.008,-0.006,2.968,21.916,86,11.64
2914.452,0.001,-0.004,2.968,21.913,86,11.608
2914.516,-0.001,-0.004,2.967,21.909,86,11.606
2914.581,-0.018,-0.004,2.966,21.902,86,11.604
2914.645,-0.178,-0.002,2.966,21.894,86,11.612
2914.71,-0.194,-0.009,2.963,21.89,86,11.59
2914.774,0.071,-0.001,2.964,21.886,86,11.582
2914.839,0.09,-0.001,2.963,21.884,86,11.564
